"d4r55","RfnDt","rsqaWe","wiI7pd"
"Balmoris Contreras GT","Local Guide · 35 reseñas · 23 fotos","Hace 2 semanas","Muy bonito"
"Jesús Gb","Local Guide · 184 reseñas · 794 fotos","Hace un año","Un desastre para la recogida de pasajeros. Sólo se puede coger a los pasajeros aparcando con coste de aparcamiento o crear un atascos de coches. UNA VERGÜENZA"
"R&R","Local Guide · 63 reseñas · 23 fotos","Hace 2 años","Verguenza en el control de pasajeros, 2 niños pequeños de 5 y 7 y que te tiren el zumo y las botellas de agua pequeñas, y dicen las vigilantes que son grandes que solo lactantes, hablar con la guardia civil porque le agua de los niños esta permitido."
"Elsa Carolina Ríos Rosado","Local Guide · 22 reseñas · 11 fotos","Hace 3 años","El aeropuerto está muy bien. A veces las distancias a recorrer son bastante amplias pero está muy bien señalizado. Ahora con la situación por el Covid-19 hay muy pocos lugares para sentarse, realmente no hay casi ninguno."
"Maria Nikolova","Local Guide · 100 reseñas · 86 fotos","Hace un año","Muchissima gente , tenían gana a viajar y salir de la ciudad...repleto un miércoles,  ni me imagino como estaría en agosto..."
"Kasia","Local Guide · 123 reseñas · 139 fotos","Hace 7 años","Tiene mala señalización. Es enorme pero no tiene rincones tranquilos, no hay asientos cómodos en ningún lado ni zonas chill out como en algunos aeropuertos. El personal de AENA no es muy amable, y lo peor es que nunca tienen hojas de reclamaciones. Y lo peor: la espera al equipaje es de 30min a 1,5h!"
"Lucero Alamo","Local Guide · 25 reseñas · 11 fotos","Hace 3 años","Mi padre tenía que viajar el 15 de agosto a Londres;  llamamos como se debía para averiguar qué requisitos se necesitaban para no correr ningún tipo de sustos a la hora de embarcar, llegando al aeropuerto a la hora de facturar nos salen como que necesita un test de PCR y aparte tiene que llenar una ficha en inglés e interminable. No me parece en ninguno de los casos que carezcan de información nisiquiera por teléfono para los viajeros los cuales se tienen que quedar solos desde las puertas del aeropuerto y luego dentro buscarse la vida con todas las pocas indicaciones que se dan ahora con esta pandemia."
"Cecilia Melquiades","Local Guide · 276 reseñas · 699 fotos","Hace 6 años","Todo muy bien, un aeropuerto muy grande, indicaciones claras para moverte, hay un autobús que te traslada de forma gratuita de una terminal a otra, tiene Wi-Fi gratuito para las horas de espera. Sólo cuenta con pocos locales de comida."
"Marin Chavez","Local Guide · 48 reseñas · 257 fotos","Hace un año","El servicio para personas con movilidad reducida, es de 10... Personas amables con un cuidado exquisito. Gracias 🙏…"
"Patricia Gutierrez","Local Guide · 113 reseñas · 41 fotos","Hace un año","Un aeropuerto muy ordenado y limpio!! Lo unico que hay que estar atento a las señales porque es un aeropuerto muy grande! Lo demas, todo bien!"
"Pablo Lopez","Local Guide · 214 reseñas · 330 fotos","Hace un año","Excelente todo! Sólo hay que dejar guiarse por los carteles y te llevan a dónde necesitas"
"Daniel Boluda","885 reseñas · 6.818 fotos","Hace 6 años","Son terminales un tanto antiguas que, pese haber sido reformadas no están a la altura de un aeropuerto internacional de un capital europea. Hay zonas restauradas que están bien pero otras dan la sensación de estar un poco abandonadas. Nada que ver con la terminal 4. La zona A de la T1 es algo mejor que el resto. El parking es exterior y no muy lejano pero se hace incómodo los días de lluvia y frío. Las tiendas no están mal. Se echa de menos un restaurante donde comer bien y distinto a los oferta multitudinaria de fast food. These are quite old terminal with hardly no refurbishment for years. Not at the level of the most common European international airports. The A gates look better and updated."
"Irenia Loewe","Local Guide · 114 reseñas · 116 fotos","Hace un año","Ha comprado una ensaimada y no pone que empresa la hace, ni que composición tiene y me han cobrado 19'70€,me da miedo comermela"
"Marisol Riaza","Local Guide · 263 reseñas · 36 fotos","Hace 2 años","Acabo de llegar para coger un vuelo y todo parece tranquilo y limpio !!! Ahora a esperar q es lo peor !!! Jajaja"
"Bernardo Roca","Local Guide · 312 reseñas · 1.549 fotos","Hace 5 años","Inmensamente grande pero que se le quedó pequeño a Madrid y a su modernidad, necesitaba de su hermana mayor la T4. Cuenta con el acceso en Metro a la gran urbe, muy bien comunicada y de modo rápido y eficiente."
"jose david salazar narvaez","Local Guide · 130 reseñas · 858 fotos","Hace un año","Bien comunicado pero con un aspecto un poco de los años 80, no se aprecian aéreas modernas"
"flamenca f","Local Guide · 79 reseñas · 18 fotos","Hace 5 años","Muy sucio,  he querido subir fotos de los baños pero no me a dejado, muy sucios,  repugnante se queda corto.. Pocos trabajadores para dar información. Muy antiguo."
"David Marigomezalvarez","Local Guide · 30 reseñas · 7 fotos","Hace un año","Lo conozco  muy bien pues he sido empleado  de compañía aérea cuando era más joven..."
"Anónimo","Local Guide · 217 reseñas · 397 fotos","Hace 11 meses","Fácil acceso, amplio aparcamiento y bien señalizado todo."
"Maria De Los Angeles Barahona","Local Guide · 83 reseñas · 67 fotos","Hace un año","Impecable......es muy grande pero intuitivo, limpio, organizado, hay parking express, parking, taxis metro...."
"Angel Leonardo Rosillo Sierra","Local Guide · 632 reseñas · 2.156 fotos","Hace 6 años","La estación se abre al público el día 14 de junio de 1999. Supone un gran avance para la movilidad de Madrid y sus comunicaciones ya que por primera vez se puede llegar desde el centro de la ciudad, sin la necesidad de utilizar un vehiculo privado o un autobús hasta el Aeropuerto de Barajas. La línea 8 del metro llega desde la estación de Nuevos Ministerios, en el centro de Madrid, hasta el aeropuerto y se tarda aproximadamente unos 12 minutos. De la estación se puede destacar a nivel ornamental el gran mural realizado sobre los andenes que representa una vista aérea nocturna de la ciudad. En esa imagen podemos ver algunas de las 54 piezas montadas sobre cajas de aluminio que completan los 250 m 2 de este mural. Cada una de las piezas dispone de un potente generador de luz que se transmite a fibras ópticas para iluminar un total de 5.400 puntos que simulan el alumbrado público de la ciudad de Madrid. La decoración de la estación se completa con un  plafón circular que representa un avión surcando el cielo. Así mismo por toda la estación se pueden contemplar  decenas de serigrafías relacionadas con la aviación y el sueño . La estación cuenta con un Centro Interactivo de atención al Cliente."
"Maria Jesus Gonzalez Alia","Local Guide · 546 reseñas · 2.911 fotos","Hace 2 años","La terminal bien, las máquinas surtidora de productos un robo, introduces el dinero y no te dan el producto, ni te devuelven el dinero"
"Nicolás Vasseur","Local Guide · 85 reseñas · 19 fotos","Hace 5 años","Cola de 20 minutos para comprar un billete en las máquinas en la T2 No hay ningún cartel explicativo con las tarifas. Llegas a las máquinas y tienes que adivinar todo. Hay algún gestor del metro que se preocupa por los viajeros?"
"christian herrera tarapues","Local Guide · 145 reseñas · 565 fotos","Hace 2 años","Es un aeropuerto muy cómodo y completo, con sitios para descansar y desayunar en cualquier punto donde te encuentres."
"Vitalia De Fonseca","Local Guide · 59 reseñas · 108 fotos","Hace 2 años","Es un aeropuerto muy seguro y muy limpio. Me gusta mucho venir porque todo parece nuevo y muy bien cuidado"
"Idata Carpediem","Local Guide · 337 reseñas · 1.006 fotos","Hace 5 años","Máxima organización, limpieza y puntualidad. La mayoría de las azafatas son super amables y profesionales. Es un aeropuerto que funciona no obstante la gran cantidad de pasegeros que transitan cada día."
"bea paz","Local Guide · 402 reseñas · 717 fotos","Hace 2 años","Me encanta el ruido que hay. Las caras de la gente cuando sale y la emoción del ambiente."
"Didi Sbam","Local Guide · 26 reseñas · 21 fotos","Hace 3 años","Por el covid solamente pueden entrar los viajeros, no los acompañantes... Hay menos pasajeros. El dutyfree esta abierto, los bares no."
"Toni Jardim","Local Guide · 443 reseñas · 4.441 fotos","Hace 5 años","Es la terminal del metro aeropuerto Adolfo Suárez Madrid Barajas en modificación constante, renovación y ampliación, pues mantiene un crecimiento mensual desde mediados del 2016, en el mes de agosto 2018 se registro récord con el mayor números de pasajeros, 5.4 millones de pasajeros"
"Fernando Jaramillo","Local Guide · 1.418 reseñas · 23 fotos","Hace 2 años","Muy buenas instalaciones y medios de transporte para llegar y salir"
"victor Goñi","Local Guide · 192 reseñas · 70 fotos","Hace 2 años","Está pensado para los pasajeros pero no para los empleados de otras compañías,en las pistas faltan fuentes"
"juan pablo Lopez","Local Guide · 315 reseñas · 594 fotos","Hace 2 años","Super grande, FABULOSO y limpio, con todos los servicios para viajeros, tiendas y comederos,dutty free shop, me encantó BARAJAS"
"Frank sellan","Local Guide · 83 reseñas","Hace 10 meses","Muy limpio y amplió, bien señalizado"
"Fco Valbuena","Local Guide · 319 reseñas · 100 fotos","Hace 3 años","Muy buenos accesos y aprovechando la pandemia lo están reformando entero para hacerlo más moderno y amplio...facilidad de encontrar las entradas y amplios halles de espera"
"Antonio Frigolet Tocino","Local Guide · 265 reseñas · 2.605 fotos","Hace 2 años","Un gran aeropuerto con una variedad de tiendas y sitios para comer. Muy bien organizado"
"Dnl Crdn","Local Guide · 401 reseñas · 2.596 fotos","Hace 6 años","Considero que el aeropuerto Barajas es muy ordenado y amigable...las rutas son claras y es fácil moverse entre las lejanas terminales. Generalmente el personal es muy amable"
"Carla Lagar Rodríguez","Local Guide · 37 reseñas · 11 fotos","Hace 7 años","Muy buenas instalaciones, ya que las están remodelando, también todas las indicaciones están muy claras, lo que tienes que ir con tiempo, ya que como te cambien la puerta a la otra punta seguramente no llegas.Servicio bastante bueno, salvo algun@ cascarrabias que, ni te ayudan."
"robecheems gameplays y mas","Local Guide · 197 reseñas · 2.931 fotos","Hace 3 años","Muchísima gente con espacios reducidos en cada una de las puertas de acceso a los vuelos."
"Marcos Torroba","Local Guide · 67 reseñas · 95 fotos","Hace 7 años","Ni el mas nuevo ni el más grande. Pero bien conectado y efectivo"
"Samuel Roldan","Local Guide · 178 reseñas · 127 fotos","Hace 2 años","El aeropuerto de Madrid, llegadas y salidas, emociones, viajes, sueños, descanso, despedidas, reencuentros,..."
"Ruth Carreira","Local Guide · 102 reseñas · 13 fotos","Hace 2 años","Tiene fácil comunicación por carretera entre las terminales a través, del bus de tránsito gratuito. Y de pago por metro."
"Di Perez","Local Guide · 170 reseñas","Hace un año","Muy grande y poco señalizadas tanto las salidas como el metro"
"Susana Garcia","Local Guide · 21 reseñas · 16 fotos","Hace 4 años","No está muy bien indicado y si vas a coger un vuelo hay que ir con horas d adelanto porque para encontrar donde sale el vuelo,tela"
"Jorge Huidobro","Local Guide · 107 reseñas · 2.179 fotos","Hace un año","En general buena información, cómodo y limpio.Cuenta con fuentes de agua gratuita"
"Federico Carbajal","Local Guide · 184 reseñas · 88 fotos","Hace 2 años","Excelentes facilidades, solo la T2 deben mejorar sus servicios y su confort. Aspecto de aeropuerto viejo."
"Joaquín","Local Guide · 263 reseñas · 49 fotos","Hace un año","Los precios de la comida son caros, como en todos los aeropuertos. Por lo demás todo bien."
"Carlos Seco","Local Guide · 495 reseñas · 902 fotos","Hace 8 meses","T1 t2 t3. Las 3 terminales de toda la vida de Madrid"
"Javier Ocaña","Local Guide · 302 reseñas · 177 fotos","Hace un año","Se ha quedado un poco antiguo pero sigue cumpliendo su función"
"Eduardo Peñafiel","Local Guide · 158 reseñas · 94 fotos","Hace un año","Muy bien en control de Seguridad muy  simpáticos  muchas cosas para comprar"
"Daniel Birriel","Local Guide · 285 reseñas · 4.661 fotos","Hace un año","Cómo siempre todo impecable. El personal es muy amable"
"Jose P.T.","Local Guide · 123 reseñas · 187 fotos","Hace 2 años","En internet se puede indicar llegada una terminal pero pueden llevarte en bus a otra..atención a eso"
"Carmen Ruth Rodriguez Ferraz","Local Guide · 111 reseñas · 11 fotos","Hace un año","Los filtros para control de pasajeros llenos, la terminal vieja, prácticamente no hay tiendas"
"Alonso Quijano “Alonso Quijano”","Local Guide · 136 reseñas · 18 fotos","Hace un año","Algo mal lo del aparcamiento..o pagas o das vueltas..No hay zona stop&go"
"angela Allende","Local Guide · 544 reseñas · 241 fotos","Hace 2 años","Muy grande, co  sus espacios y servicios, yo estuve en el T1..muy buen atendida"
"Jorge Touris","Local Guide · 236 reseñas · 161 fotos","Hace un año","Es un aeropuerto más.. solo que más grande que la media en los que he estado..."
"Carlos Jhosua Walteros","Local Guide · 175 reseñas · 384 fotos","Hace un año","La terminal 1, la percibí como un espacio sucio y con un olor muy fuerte."
"Ιωάννα Πρένγκα","Local Guide · 108 reseñas · 24 fotos","Hace un año","Buen aeropuerto, no particularmente difícil, solo que nadie sabe hablar inglés!!"
"JUAN SÁNCHEZ GONZÁLEZ","Local Guide · 36 reseñas · 58 fotos","Hace un año","Excelente aeropuerto, muy organizado y con muchas comodidades.."
"Mike Colombo","Local Guide · 371 reseñas · 239 fotos","Hace 10 meses","Buen aeropuerto. muy grande"
"Guillermo Venica","Local Guide · 628 reseñas · 260 fotos","Hace 4 meses","Ágil y cómoda"
"José Molina","Local Guide · 193 reseñas · 554 fotos","Hace 4 años","Una sola estación para 3 terminales es un poco complicado. Se necesita mucho caminar para llegar al mero aeropuerto."
"GLORIA STELLA MANCILLA PAZ","Local Guide · 126 reseñas · 60 fotos","Hace 2 años","Excelente señalizacion, personal amable, estacionamientos suficientes a costos accequibles."
"Luz Helena Idrobo Bedoya","Local Guide · 192 reseñas · 806 fotos","Hace 7 años","Una estación que comunica con la T1, t2 y t3 La T4 esta a dos paradas más."
"pablo caubarrere","Local Guide · 523 reseñas · 3.226 fotos","Hace 5 años","Si bien es buen aeropuerto han juntado mucha gente en poco espacio"
"Luisa Trujillo","28 reseñas · 30 fotos","Hace 6 años","Estamos en la T2 salidas en la zona E 72 hasta la E78 todos los asientos de las puertas de embarques están sucios, tanto!que parece que se han suciado adrede, como si alguien quisiera boicotear"
"Emilio Fresco","Local Guide · 7 reseñas · 22 fotos","Hace 3 años","Un désastre. 4 Mostradores para una infinidad de vuelos colas interminables."
"MARIO WULLICH","Local Guide · 276 reseñas · 80 fotos","Hace 2 años","Bastante organizado. Es limpio y tienen buena atencion"
"Rostyslav Y. P. (Ros)","Local Guide · 423 reseñas · 1.034 fotos","Hace 5 años","En la terminal t1 un viernes por la mañana colas interminables en todos los baños. Podrían poner más baños de una vez. Gracias"
"A. Antonenko","Local Guide · 21 reseñas · 74 fotos","Hace 6 años","Navegación intuitiva para el movimiento dentro y entre terminales. Intuitive navigation for movement inside and between terminals."
"Paola Correa","Local Guide · 343 reseñas · 390 fotos","Hace 2 años","Variedad, espacio y sillas por doquier"
"Maria Nuñez Alonso","Local Guide · 165 reseñas","Hace un año","Es más moderno la T4, pero es de los mejores del mundo."
"Cesar Michel","Local Guide · 68 reseñas · 1.282 fotos","Hace 2 años","Tetminales con salidas locales un poco descuidadas"
"Eduardo González","Local Guide · 356 reseñas · 51 fotos","Hace un año","El mejor aeropuerto de España y de los mejores de Europa."
"Family Apple","Local Guide · 1.449 reseñas · 15.386 fotos","Hace 5 años","Tercermundista la T2, baños supersucios, la de la limpieza chateando y no dejando pasar había que utilizar el de minusvàlidos."
"Antonio Medina","Local Guide · 421 reseñas · 380 fotos","Hace 3 semanas","Llegué al metro y me informaron que tendría que comprar el suplemento de 3€ por cada viaje. Como iba a volver al día siguiente a recoger a mi mujer, ya compré 4 suplementos para evitar colas. Resulta que el suplemento del metro EXPIRA el…"
"Vladislav Z","11 reseñas · 2 fotos","Hace un mes","La T2 está muy abarrotada, la gente está sentada en el suelo, tuvimos que caminar 200 metros desde nuestra puerta hasta que encontramos asientos libres, en general parece abarrotada y demasiado pequeña para caber en el horario, El Prat de Barcelona es 100 más conveniente y espacioso. La foto fue tomada desde una parte relativamente ""libre"", puedes imaginar cómo es la parte más concurrida."
"Robert Bull","Local Guide · 191 reseñas · 2.339 fotos","Hace 6 meses","Metro moderno. Todas las máquinas expendedoras de billetes tienen opciones de idioma. Ascensores disponibles, escaleras mecánicas, escaleras. Todo se puede utilizar, buena accesibilidad. Sin baños. Compra de entradas en euros, con tarjeta. ¡Recuerda el billete suplementario desde tu estación de metro hasta el aeropuerto! Compra el día ya que solo es válido ese día. Personal servicial. Información de Metro y ayuda en todas partes. Buena señalización. El personal del metro es servicial, la policía también. Gran oficina de boletos/soporte en el aeropuerto para ofrecer mucha ayuda.Tenga cuidado con las pertenencias. Manténgalos encerrados en una bolsa. Los carteristas y los ladrones trabajan en el Metro. Los más populares se apiñan a tu alrededor. Ten cuidado. Entra en ti. Si alguien está llamando su atención, tenga en cuenta que alguien podría tomar su dinero o su bolso. He experimentado estar entrando. Fue muy rápido y de ninguna manera amenazante.Puntos de seguridad/llamada en andenes. El Metro es una excelente manera de moverse por la ciudad. Lleva un tiempo acostumbrarse. Nunca he tenido la sensación de estar inseguro. Limpio y ordenado. Solo disfruta."
"Marco B.","Local Guide · 293 reseñas · 1.636 fotos","Hace 8 meses","Utilizado para hacer escala con la compañía AirEuropa, la segunda en España, puedo decir que el aeropuerto con las distintas terminales es realmente inmenso y es fácil perderse o ir en direcciones equivocadas. Sin embargo, el personal de información es educado y servicial. El aeropuerto, aunque un poco anticuado, está limpio, especialmente en los baños."
"Elena Stocchi","Local Guide · 22 reseñas · 3 fotos","hace 4 días","Los alimentos y bebidas son demasiado caros, más que en otros aeropuertos. Si llegas temprano al aeropuerto no hay una zona comercial adecuada donde pasar un rato."
"Luca","Local Guide · 110 reseñas · 42 fotos","Hace un mes","No muy generoso. Ni siquiera puedes cargar tu teléfono... Abajo a la izquierda, un enchufe con cinta adhesiva para que la gente no lo use..."
"フオ","Local Guide · 307 reseñas · 1.483 fotos","Hace 3 meses","En el vestíbulo de salidas de la Terminal 2. ◎Vamos a comer algo caro. ◎BURGER KING 11€ ◎No hay zona para fumadores. Hay muchos baños."
"costa moreira","Local Guide · 91 reseñas · 63 fotos","Hace un mes","Restaurante Alhambra, recibimos mal servicio y nos dieron el plato equivocado. No lo recomiendo."
"Darinka Š","Local Guide · 21 reseñas · 41 fotos","Hace 3 meses","Muy mal aeropuerto... Si llegas temprano, no tienes suerte, todo lo bueno es después del check-in, pero si tienes que esperar a la recogida de equipaje, pasarás la mayor parte del tiempo en tierra. Sin posibilidad de sentarse en los banquillos. Además, sin enchufes para cargar el móvil. Deberían aprender en Santiago de Compostela cómo mirar en el aeropuerto."
"Hewan Vitrano","Local Guide · 58 reseñas · 147 fotos","Hace un año","Es excelente que casi no haya colas, está bien organizado, con enchufes para teléfonos y ordenadores, así como numerosos y limpios baños. Lamentablemente, no podemos aceptar el hecho de que en 2022 ni siquiera haya una zona para fumadores en la Terminal 1. Absurdo sobre todo teniendo en cuenta los retrasos de las aerolíneas y estamos hablando de una necesidad. Incluso en los aeropuertos de las ciudades pequeñas hay zonas para fumadores... e incluso fuera del aeropuerto han puesto carteles y escritos donde se permite fumar (cuando se está al aire libre y al aire libre). Escandaloso."
"Louis de Groot","Local Guide · 264 reseñas · 1.463 fotos","Hace 6 años","Volviendo a casa hoy. El empleado fue más que útil en el check-in. Como el avión estaba completo, se permitió el equipaje de mano en la bodega de forma gratuita. También imprimió nuestras tarjetas de embarque. Ella indicó que puedes atravesar la puerta más rápido. Y eso fue. Así que pudimos pasar el control con bastante facilidad. Absolutamente genial ! ¡El año que viene otra vez con KLM!"
"Joey Espejel","Local Guide · 4 reseñas","Hace 4 meses","Parece que el personal se fue a la cama antes de que cerrara el aeropuerto. Se tarda 55 minutos en recoger el equipaje y no es la primera vez que me pasa. No tomes vuelos tardíos a Madrid."
"Gisele Tavares","Local Guide · 225 reseñas · 3.071 fotos","Hace 2 años","Gran aeropuerto pero está en construcción y hay mucho retraso en el servicio de Aena respecto a personas con movilidad reducida. Mi esposo se rompió el talón y esperamos dos horas para que nos llevaran a inmigración y a la terminal dos. Pero las máquinas de café y sándwiches son geniales. Muy buen servicio, incluidos varios Starbucks."
"つかちん","Local Guide · 479 reseñas · 4.044 fotos","Hace un año","La línea 8 del metro es rápida, económica y cómoda desde el aeropuerto hasta la ciudad. Hay una estación conectada directamente con la Terminal T3. Como tendrás que introducir tu destino en la máquina expendedora de billetes, necesitarás saber con antelación el nombre correcto de la estación, como Nuevos Ministerios. Tuve un problema con la tarjeta plástica (billete) que no salía en la máquina expendedora de billetes, así que decidí comprar una nueva. Tenga cuidado con las máquinas expendedoras vacías."
"Brijesh Tripathi","Local Guide · 7 reseñas · 53 fotos","Hace 2 años","La estación de metro más cercana de IGI es la línea expess IGI T3, lo que la hace más conveniente para los pasajeros. En Aerocity, puede encontrar la mayoría de las cadenas hoteleras de clase mundial, lo que garantiza una estadía sin problemas cerca del aeropuerto.  , Uno de los aeropuertos más grandes de la India y ofrece los mejores servicios de su clase. El patio de comidas es similar al de un centro comercial que vemos. Tuve dificultades para localizar la terminal nacional y no había nadie allí para ayudarme durante mi visita. Descanse bien, el aeropuerto está bien mantenido y tiene buena conectividad con el metro, así como con otras instalaciones de transporte como los autobuses del metro. Pocas fotos como referencia. Puede encontrar conectividad a la mayoría de los destinos nacionales e internacionales. Todas las terminales están ocupadas con salas de exposición multimarca, patios de comidas, suficiente área de espera, salones, cajeros automáticos, casas de cambio y tiendas de servicios públicos adicionales."
"A Gentle Kind Honest Soul","Local Guide · 671 reseñas · 11.498 fotos","Hace una semana","Necesita ampliación pero al menos funciona por el momento. Personal servicial que habla inglés. Se han realizado algunas mejoras interiores para brindar una mejor experiencia en este aeropuerto. El estacionamiento está un poco lejos del aeropuerto, lo que puede resultar frustrante."
"B. Hern.","Local Guide · 379 reseñas · 2.147 fotos","Hace 5 años","#MadridAeropuerto #Barajas #España Terminal enorme. Líneas bien gestionadas, aunque recomiendo venir lo antes posible, ya que los pasillos son grandes y, tal vez, tu puerta de embarque no esté cerca de los controles. Una vez dentro, muchos restaurantes y tiendas (falta de baños de señoras)."
"Nikolay Posvezhnyi","12 reseñas","Hace 5 meses","Cuidado con la estafa del “billete turístico”: un billete de 3 días no significa 72 horas. Acabarás comprando un nuevo billete de 5€ para volver al aeropuerto."
"_ Haechi","Local Guide · 899 reseñas · 11.517 fotos","Hace 3 años","Hay alguien que te ayuda a conseguir boletos en la estación del metro, pero a mí me dio un poco de vergüenza porque solo hablaba español, pero si me dices exactamente a dónde quiero ir, me sacan los boletos. Quería observar el proceso en silencio, pero no podía verlo correctamente debido a los movimientos familiares de la mano. El metro es un poco pequeño y tiene pocos coches. Si se piensa en el ferrocarril del aeropuerto de Corea, se encuentra en un nivel muy lamentable. Piense en ello como un tren ligero. No sé si eran pocas personas viajando en metro, pero la estación de metro estaba vacía y no había mucha gente."
"Natalia Crea","Local Guide · 268 reseñas · 1.508 fotos","Hace 5 años","Grandes terminales. Bien comunicado y fácil de recorrer. El check-in y el control de seguridad suelen ser rápidos y bien organizados, pero no muchos empleados hablan inglés. Bien comunicado con transporte público: metro, autobuses y tren (sólo en T4). El metro es extremadamente caro y un poco confuso si es tu primera vez en Madrid. Autobuses gratuitos para ir a diferentes terminales. Muchas cafeterías, restaurantes y tiendas. Los baños son grandes y limpios."
"Miguel Caneda","Local Guide · 412 reseñas · 1.193 fotos","Hace 2 años","No es mi primera vez en esos terminales. Hay tiendas y restaurantes y suficiente espacio para hacerlos más confortables. Así que sigo esperando una zona de relax..."
"HTC G1","Local Guide · 2.113 reseñas · 10.309 fotos","Hace un año","¡Vale la pena recordar que estas son reseñas sobre la estación de metro, no sobre el aeropuerto! ¡¡Gran infraestructura!! Esta estación da servicio a las terminales 1, 2 y 3. Es muy fácil salir o llegar al centro de la ciudad en metro."
"Daniel Machado","Local Guide · 58 reseñas · 136 fotos","Hace 2 años","En Madrid, la estación del aeropuerto T1-T2-T3 cobra 3 euros por persona para entrar al aeropuerto, lo que se llama suplemento aeroportuario, lo que me parece injusto, ya que pagas el abono de metro, y si has pagado el billete de avión , ya tienes reducidas las tasas aeroportuarias, tu entrada al aeropuerto te acaba saliendo 2,50 euros metro + 3,00 euros suplemento aeropuerto. El importe del abono de metro no se puede revertir y utilizar para pagar esta tasa de Europort. Voy con 3 billetes de metro que se perderán. No estoy contento con el pago de esta tarifa."
"N","Local Guide · 87 reseñas · 4 fotos","Hace 5 meses","Compras un billete para 10 viajes… así que supones que podrás usarlo con 2 si lo apruebas dos veces. Muy malos consejos del personal sobre qué comprar."
"Georgi Popov","Local Guide · 64 reseñas · 451 fotos","Hace 9 meses","Un aeropuerto internacional grande y bien organizado"
"ANTONIO MARTINS","Local Guide · 1.703 reseñas · 14.029 fotos","Hace 3 años","Interesante. Muchas excelentes conexiones aéreas y con el centro de la ciudad de Madrid."
"W. W.","Local Guide · 605 reseñas · 5.031 fotos","Hace 4 años","La estación de metro tiene muy pocas máquinas expendedoras de billetes, pero se puede llegar rápidamente a la terminal. Control de seguridad rápido. Los baños son escasos."
"Thiago Garcez","Local Guide · 303 reseñas · 430 fotos","Hace 2 años","Es un buen aeropuerto. Tiene cuatro terminales, 4 de ellas separadas de las demás. Sin embargo, el aeropuerto dispone de autobuses gratuitos para conectar las terminales. Barajas no está lejos de Madrid, estando conectada por metro, autobuses y taxis. Por último, el Aeropuerto de Barajas cuenta con buenas salas VIP."
"akira hakasawa","Local Guide · 54 reseñas","Hace 2 meses","Futurismo clásico del metro de Madrid con extraños dibujos de tipos voladores en las paredes. PERO una estafa de 3 euros para salir es escandalosa"
"Jordi Parra","Local Guide · 163 reseñas · 1.729 fotos","Hace 5 años","Un desastre de Aeropuerto. Grande, desorganizado, mal indicado, grandes distancias entre terminales sin otra opción de andar."
"Олег Фомиченко (onegameguy)","4 reseñas","Hace 4 meses","Odio los aeropuertos. Todo es muy caro, no hay lugar donde tumbarse a pasar la noche. ahuyentado por todas partes"
"Wrapreviews","Local Guide · 9 reseñas · 1 foto","Hace 11 meses","No encontré la estación o el aeropuerto particularmente confusos, sin embargo, la señalización definitivamente podría haber sido mejor. Hubo mucho caminar entre las terminales y la estación y esto no fue ayudado por múltiples corredores rotos. Muchas de las tiendas cierran más tarde durante el día, sin embargo, parecen permanecer abiertas hasta tarde (o tal vez no cierran en absoluto) en áreas más concurridas, lo que significa que puede estar a 5 minutos a pie desde la puerta hasta una tienda si no tiene suerte. . (Creo que esto probablemente se debió a que nuestro vuelo se retrasó ya que no parecía haber otros vuelos fuera de esa área más adelante). En general, era un buen aeropuerto, tenía puertos de carga, de los cuales aproximadamente la mitad estaban funcionando, y fuentes de agua fuera de algunos de los baños."
"Milan Sýkora","Local Guide · 252 reseñas · 340 fotos","Hace 8 meses","¡Cuidado con la estafa de cargos del aeropuerto del metro! 🚇 Al llegar, compra sólo 1 tasa de aeropuerto (3 euros extra) para llegar a la ciudad. Si compras 2 (uno para el regreso), solo es válido para el día de la compra, no para el día de regreso al aeropuerto). El personal del metro se rió de nosotros, no mostró comprensión de cómo ya habíamos pagado el boleto de 10 viajes y 2 cargos aeroportuarios, tuvimos que pagar el cargo aeroportuario nuevamente. Realmente decepcionado con su personal."
"Francesco Orfei (IZ0ABD)","Local Guide · 283 reseñas · 2.076 fotos","Hace 3 años","En la era Covid, viajar no es muy fácil ni muy frecuente, ciertamente no como antes. La terminal está limpia, incluso los baños, y bien organizada. Hay pocos servicios de restauración abiertos, menos tiendas: esto hace que la espera para embarcar sea un poco aburrida."
"Monika Lutoslava Chubb","Local Guide · 38 reseñas · 194 fotos","Hace 8 meses","Zonas y direcciones no muy bien señalizadas. Primero nos costó localizar la Terminal 1, luego nos perdimos varias veces intentando llegar a la Zona A desde la Zona B, que está justo después del control de seguridad. Para encontrar el camino a la Zona A hay que pasar por la tienda libre de impuestos. Después de eso es más fácil. En resumen, llega temprano y asegúrate de tener suficiente tiempo para perderte un poco."
"Tiffany De tomi","Local Guide · 225 reseñas · 358 fotos","Hace 2 años","Bonito aeropuerto, grande, bien cuidado, limpio y ordenado. Personal extremadamente amable y servicial. Tuve que pasar 6 horas allí para hacer una escala, así que pasé algo de tiempo allí🤣 tal vez algunas tiendas más estarían bien. Óptimo…"
"Owen Fernandez (EuroTopXXL)","Local Guide · 79 reseñas · 50 fotos","Hace un año","Todo casi perfecto. Excepto que la falta de una sala para fumadores se salió de control."
"salvatore Elefante","Local Guide · 77 reseñas · 173 fotos","Hace un año","Muy grandes, fuentes para llenar botellas de agua, cargadores de celulares disponibles."
