"d4r55","RfnDt","rsqaWe","wiI7pd"
"Retana Vélez","Local Guide · 83 reseñas · 1 foto","Hace 3 años","Estación la cuál es limpia, ordenada y moderna. Que su nombre referencia al Continente Americano."
"Javi G Damas","Local Guide · 140 reseñas · 59 fotos","Hace 7 años","Son incómodos los asientos para esperar los autobuses interurbanos, pero está todo biem indicado."
"José María Pérez","Local Guide · 1.020 reseñas · 295 fotos","Hace 4 años","Es grande, amplio y cómodo. Da servicio a toda la zona de la A-2 de Madrid."
"Lucas Ionica","Local Guide · 58 reseñas · 40 fotos","Hace 2 años","Menudo intercambiador , súper bueno y con muchas líneas de metro y bus"
"Mónica Sánchez","Local Guide · 83 reseñas","Hace 10 meses","Lo utilizo a diario,  y funciona bastante bien."
"Ma Teresa González-García","Local Guide · 25 reseñas · 24 fotos","Hace 9 meses","Algunos andenes de metro no son accesibles"
"Juan Calle Molinillo","Local Guide · 229 reseñas · 1.315 fotos","Hace un año","Intercambiador de transportes. 4 líneas de Metro, autobuses EMT, interurbanos y de larga distancia."
"Karen del Valle","Local Guide · 79 reseñas · 66 fotos","Hace 2 años","Encuentras autobuses, metro y algunos otros servicios. Acá un mapa con las dársenas de algunos autobuses"
"Tyler Durden","13 reseñas · 4 fotos","Hace 7 años","Faltan 5 minutos para la salida del autobús y no está señalizado en ningún lado desde que dársena sale cada viaje. Lamentable"
"Alonso Soria","Local Guide · 139 reseñas · 56 fotos","Hace un año","Entiendo que al ser un sitio tan transitado es difícil mantenerlo en óptimo estado."
"Jesus maria Henao","Local Guide · 323 reseñas · 320 fotos","Hace 2 años","Excelente estación comodidad seguridad calidez de su personal"
"Julian Botero Larrañaga","Local Guide · 286 reseñas · 2.355 fotos","Hace 4 años","Es una estación muy cómoda, limpia y que comunica muy bien el área"
"Lidice Mesa Díaz","Local Guide · 22 reseñas · 5 fotos","Hace 7 años","Bien climatizada , moderna y con los servicios que requiere un Intercambiador. Muy bien Madrid"
"Gregoria Ciruelos Ortega","1 reseña","Hace 7 años","Porque los servicios están cerrados de 15h a 17:30? Dónde acudimos los pasajeros q frecuentamos esa hora la terminal?"
"DANY YOLI","Local Guide · 651 reseñas · 5.662 fotos","Hace 2 años","Actualmente en renovación de Andén y mejoras de acceso!!"
"Leire Marín","Local Guide · 158 reseñas · 474 fotos","Hace 7 años","Estación bien conectada con el resto de transportes públicos de la ciudad. Está dividida por plantas y conectada con el Metro"
"MIGUEL","Local Guide · 669 reseñas · 21 fotos","Hace un año","Un intercambiador bastante completo y bien situado ."
"Geli Castano","82 reseñas · 106 fotos","Hace 4 años","Para mi es un Sitio de paso para el bus y metro..."
"Pablo Astudillo Olmedo","Local Guide · 47 reseñas · 8 fotos","Hace 7 años","Estación muy cómoda, con todos los servicios incluido consigna de equipaje"
"Papis Gano","3 reseñas · 30 fotos","Hace 7 años","Esta muy bien organizado no esta mal el espacio , mi único fallo que lo pongo son las indicaciones tenía que ser más claras ."
"Ricardo García Rivero","Local Guide · 182 reseñas · 832 fotos","Hace 7 años","Excelente forma de llegar a Madrid y luego viajar por el metro a todos lados"
"Maria Arias","Local Guide · 53 reseñas · 7 fotos","Hace 2 años","Hay una estación de autobuses, alza, metros de Madrid"
"Christian Jacobs","Local Guide · 5 reseñas · 7 fotos","Hace 6 años","Hl bn tarde  cn todo  el viaje  fue muy bien  en muy rápido. Un cordial saludo a usdet."
"Daniela t","426 reseñas · 1.965 fotos","Hace 6 años","Los autobuses interurbanos  bien lo malo es que no puedes pagar con el móvil el billete un fracaso  y los conductores son unos asquerosos"
"Carlos Arnaiz","Local Guide · 37 reseñas · 51 fotos","Hace un año","Ruidosa. Muy ruidosa. Hasta 80db"
"Salome Esquivel","Local Guide · 47 reseñas · 20 fotos","Hace 7 años","Super inseguro, roban todo el tiempo, no hay policia y la seguridad privada que hay no sirve para nada."
"Mercedes","41 reseñas · 4 fotos","Hace 7 años","Es una vergüenza que días como hoy haga tantísimo calor en el nivel -2, que unido al humo de los autobuses , hace que la atmósfera sea irrespirable."
"José Miguel Martinez","Local Guide · 61 reseñas · 5 fotos","Hace 6 años","Normalito, con carencias evidentes en cuanto a su climatización."
"Mer Vaeri","Local Guide · 382 reseñas · 3.008 fotos","Hace 6 años","Lleva tiempo salir a la calle desde que bajas del metro, pero merece la pena luego tienes todo muy cerca 👍…"
"Luis p","Local Guide · 39 reseñas","Hace 7 años","La parada de metro más completa de Madrid (conecta con 4 líneas e incluye un intercambiador de autobuses)"
"Adrian Iborra","Local Guide · 98 reseñas · 55 fotos","Hace 7 años","Buena comunicación aunque ciertas zonas poco accesibles para ir con maletas."
"Fernando Galiana","Local Guide · 461 reseñas · 64 fotos","Hace 6 años","La terminal esta bien, pero la información de los monitores es penosa"
"Ernesto Miranzo Sanchez-moñita","Local Guide · 105 reseñas · 72 fotos","Hace 7 años","Quedó genial después de la reforma, es puntual y limpio"
"paulina skywalker","2 reseñas","Hace 7 años","Porque siempre cojo allí el autorcar y nunca he tenido ningún problema"
"Julio Palomino","Local Guide · 301 reseñas · 320 fotos","Hace 8 años","Un poco caótico por las obras,  pero bien organizado."
"luis zambrano","14 reseñas","Hace 7 años","Muchas opciones de movilización. Cuenta con varios servicios, lo que uno puede necesitar en momentos de transitar el lugar."
"Andres Eduardo Bustamante Delgado","Local Guide · 84 reseñas · 37 fotos","Hace 6 años","Muy bien comunicado y fácil de usar"
"Antonio G.","Local Guide · 287 reseñas · 895 fotos","Hace 6 años","Mucho por mejorar. Escaleras estrechas y accesos sin sentido común."
"Virginia Villar","Local Guide · 60 reseñas · 6 fotos","Hace 3 años","Peña lago"
"Iván","Local Guide · 770 reseñas · 8 fotos","Hace 7 años","Han mejorado el intercambiador bastante, le hacía falta."
"Juan Jose Ramajo Garcia","Local Guide · 45 reseñas","Hace 7 años","Hay de todo. Bares tiendas, etc. Fenoenal"
"Jaime Zorrilla","7 reseñas · 2 fotos","Hace 7 años","Lo de los servicios no tiene nombre. Que pena, siempre tropezamos en el mismo punto"
"Alina Nicoleta Grozavu","7 reseñas","Hace 7 años","Mucho calor en verano. Puertas q no funciona bien."
"Jhon Loaiza","Local Guide · 376 reseñas · 11.164 fotos","Hace 3 años","EXELENTE."
"Txemi Alonso","2 reseñas · 4 fotos","Hace 7 años","Vamos insalubres deberia cerrarlos sanidad"
"I A","Local Guide · 50 reseñas · 69 fotos","Hace 4 años","Linea 4 de metro está cortada"
"Hector Mayor","Local Guide · 8 reseñas · 1 foto","Hace 5 años","Deberia estar mas refrigerado."
"Joaquin Garcia","Local Guide · 95 reseñas · 134 fotos","Hace 7 años","Auto Servicio de cafetería la camarera muy pesima"
"Eva Esteban","Local Guide · 271 reseñas · 483 fotos","Hace 7 años","Eficiente, bien organizado y localizado"
"ana angel","6 reseñas","Hace 7 años","No me gusto, nadie me ayudo a buscar mi bus."
"M Antonia Herrada","Local Guide · 396 reseñas · 1.774 fotos","Hace 6 años","No me soluciona problemas me pone más."
"pablo flores","9 reseñas","Hace 5 años","tienen que mejorar es un caos en hora punta"
"Jucíete Víctor Daníel Maríah Sophía","Local Guide · 99 reseñas · 83 fotos","Hace 7 años","Ha quedado muy bien.."
"David Vázquez.","Local Guide · 778 reseñas · 663 fotos","Hace 5 años","Buena zona para esperar el bus."
"Marcial Paredes","Local Guide · 68 reseñas · 14 fotos","Hace un año","Bueno"
"Miguel Ángel Martín Segovia","Local Guide · 97 reseñas · 48 fotos","Hace 7 años","Hacía mucho tiempo que no venía y ha mejorado mucho"
"ana margarita mulè de carfì","Local Guide · 151 reseñas · 7 fotos","Hace 2 años","Tiene de todo."
"Jose RM","Local Guide · 288 reseñas · 285 fotos","Hace 8 años","Muy bien conectado"
"Ricardo José Ruiz Fernández","Local Guide · 91 reseñas · 435 fotos","Hace 4 años","Mu malos recuerdos la verdad"
"ana","Local Guide · 81 reseñas · 21 fotos","Hace 6 años","Buena distribución de autobuses."
"Emaus 7. (Emilio)","Local Guide · 360 reseñas · 170 fotos","Hace 7 años","Muy bien comunicado."
"CH","Local Guide · 323 reseñas · 186 fotos","Hace 8 años","Buena remodelación reciente"
"juafer juafer","Local Guide · 289 reseñas · 232 fotos","Hace un año","Una estación más."
"Miguel Hernández Gómez","Local Guide · 3 reseñas · 30 fotos","Hace 7 años","Muy buenas instalaciones"
"Ángel Salvador Rodriguez Sanchez","Local Guide · 288 reseñas · 149 fotos","Hace un año","👍✌️💯🇪🇦💯✌️👍.…"
"Juan Carlos Reyes","Local Guide · 51 reseñas · 6 fotos","Hace 6 años","Cómodo"
"Andrea García Coronado","8 reseñas","Hace 4 años","Problemas de climatización."
"Elena Shcherban","Local Guide · 45 reseñas · 5 fotos","Hace 7 años","Calor insufrible"
"Jaime Soria Rodríguez","Local Guide · 103 reseñas · 112 fotos","Hace 7 años","Buena estacion"
"Bruno","Local Guide · 587 reseñas · 4.337 fotos","Hace 6 años","Mala experiencia. Falta de personal y enorme cantidad de puertas de embarque sin señalización…"
"Hao Meng","Local Guide · 41 reseñas · 214 fotos","Hace 2 años","Me gusta mucho esta estación de metro."
"Andreas Schober","Local Guide · 1.375 reseñas · 6.856 fotos","Hace 2 años","Gran punto de transferencia para el transporte público local. Se extiende por varios niveles hasta llegar al subsuelo. La señalización podría ser un poco más concisa. El sistema de espera para el autobús lanzadera al aeropuerto no resultaba del todo evidente a primera vista."
"Martin R","Local Guide · 219 reseñas · 114 fotos","Hace 3 meses","Está bien"
"Pablo Costa Tirado","Local Guide · 1.378 reseñas · 3.966 fotos","Hace 8 años","Yo viví por ahí y vi las obras que hacían en este polo de transporte. Avenida américa era buena pero ahora es otra categoría diferente. Moncloa y Avenida América son los dos mejores centros de transporte que he visto en España. Aquí encontrarás 4 líneas diferentes de metro y una estación de autobuses con autobuses urbanos, interurbanos y de larga distancia. Tienes muchos servicios y lo que es muy importante, la gente está aislada del exterior (esto son autobuses y humo). La estación está limpia y es rápido moverse por ella una vez que hayas aprendido cómo funciona. Tiene varios pisos, los superiores son para autobuses y los más profundos para líneas de metro. En el momento de escribir estas líneas es la única parada de metro de Madrid con 4 líneas de metro."
"Shyam Sundar","1.335 reseñas","Hace 6 años","Podría ser bastante confuso si no tienes suficiente tiempo para determinar el nivel y pararte... pero está bien mantenido, ordenado y limpio. El establecimiento de comida no tiene muchas opciones decentes."
"Matej Michlik","Local Guide · 361 reseñas · 24 fotos","Hace 6 años","Bueno. Mal aire, muy mala información de salida, wifi completamente desconectado, mala oferta de refrescos, el mostrador de información cierra a las 6:30 pm... Al menos el autobús llegó bien."
"Ana Adelina Macedo","1 reseña","Hace 6 años","¡Magia! La gente es muy acogedora y el país es muy bonito. Amo España. Muchas gracias por todo."
"M.P.H. Moto","Local Guide · 27 reseñas","Hace un año","Limpio y ordenado pero la seguridad es extremadamente agresiva y violenta hacia las personas."
"Zsolt Molnár","Local Guide · 441 reseñas · 559 fotos","Hace 10 meses","Limpio, ordenado, buena solución."
"Seynabou Diop","Local Guide · 206 reseñas · 608 fotos","Hace 3 años","Metro, taxi, autobús, bares, restaurantes, tiendas, en fin es un lugar muy bonito."
"Praveen kumar V","Local Guide · 96 reseñas · 1.759 fotos","Hace 7 años","Fue un poco difícil encontrar el muelle de mi autobús. Si lo encuentra pidiendo ayuda a alguien. Los baños no estaban tan limpios."
"sami Almatbage","Local Guide · 9 reseñas","Hace 7 meses","Muy excelente y limpio."
"Urban Traveler","Local Guide · 2.513 reseñas · 6.646 fotos","Hace 4 años","Otra estación de metro más, esta vez conectada con una terminal de autobuses, lo que la convierte en un animado centro de tránsito."
"fabianm8","7 reseñas","Hace un año","CC ç.   Ccc ccc ccc ccc.   CC çc. Ccccgujyxttcc c c c cc f CC c"
"A. J. A. T.","Local Guide · 40 reseñas · 3 fotos","Hace 7 meses","Fácil, sencillo, rápido.."
"Igor","Local Guide · 471 reseñas · 221 fotos","Hace 4 años","¡Conveniente estación de autobuses, entrada y salida directamente al metro!"
"yv uu","464 reseñas · 680 fotos","Hace 7 años","Una estación de metro muy grande."
"Sara Balderi","Local Guide · 818 reseñas · 949 fotos","Hace 6 años","Excelente estación para cruzar varias líneas."
"Narjis mansour","Local Guide · 38 reseñas","Hace 3 años","está bien"
"GEDIMINAS. ADOMAS ANISIMOVAS","Local Guide · 795 reseñas · 9.980 fotos","Hace un año","Gran viaje de ocio🙂😉👐👐👍👍👍…"
"Jagadeesh Palle","Local Guide · 383 reseñas · 720 fotos","Hace 8 meses","BIEN"
"Michael Puchu","Local Guide · 22 reseñas · 97 fotos","Hace 4 años","Falta señalización para llegar."
"marilin feliz","Local Guide · 32 reseñas","Hace 7 meses","Súper"
"Rich Campoamor","Local Guide · 494 reseñas · 2.559 fotos","Hace 7 años","Caminata muy, muy larga hasta la estación de autobuses con algunas escaleras para navegar."
"Finta Eniko","Local Guide · 286 reseñas · 1.235 fotos","Hace 9 meses","estuvo bien"
"Taisa Da Silva","14 reseñas · 17 fotos","Hace 4 años","Bien"
"mariam mariam","13 reseñas","Hace 9 años","Oh"
"Atti Choudhery","Local Guide · 6 reseñas · 7 fotos","Hace 7 años","Sí"
"Raúl Oscar González-Pacheco y García","Local Guide · 42 reseñas","hace 6 días",""
"dani carral","Local Guide · 38 reseñas · 21 fotos","Hace una semana",""
"Francisco H.R.","Local Guide · 80 reseñas · 5 fotos","Hace un mes",""
"Jhon Fredy Serna Mejía","Local Guide · 106 reseñas · 53 fotos","Hace 2 meses",""
"Luis illo Martín","Local Guide · 34 reseñas · 3 fotos","Hace 2 meses",""
"Lucimar","Local Guide · 128 reseñas · 154 fotos","Hace 2 meses",""
"Laura Colella","Local Guide · 146 reseñas · 25 fotos","Hace 3 meses",""
"GSM Phapha","Local Guide · 3 reseñas · 5 fotos","Hace 5 meses",""
"JLNG WhatsApp","Local Guide · 41 reseñas · 7 fotos","Hace 5 meses",""
"James Ochoa","Local Guide · 32 reseñas · 93 fotos","Hace 5 meses",""
"Conchi Agudo Rodriguez","Local Guide · 15 reseñas · 16 fotos","Hace 5 meses",""
"Armando Jaleo Bronca Segura","Local Guide · 69 reseñas · 176 fotos","Hace 5 meses",""
"Jose Gomez Martinez","Local Guide · 20 reseñas · 2 fotos","Hace 6 meses",""
"Irene Andrades","Local Guide · 12 reseñas · 152 fotos","Hace 6 meses",""
"Marino Pérez","Local Guide · 184 reseñas · 1 foto","Hace 6 meses",""
"César Aguilera","Local Guide · 33 reseñas · 1 foto","Hace 7 meses",""
"Jose maria Gonzalez","Local Guide · 176 reseñas","Hace 7 meses",""
"Angel Lamela","Local Guide · 1 reseña","Hace 7 meses",""
"alejandro sanchez","Local Guide · 8 reseñas · 6 fotos","Hace 8 meses",""
"Bogdan Enache","Local Guide · 21 reseñas · 108 fotos","Hace 8 meses",""
"Ivan Cuenca","Local Guide · 99 reseñas · 529 fotos","Hace 8 meses",""
"Claudio Hernandez","Local Guide · 3 reseñas · 3 fotos","Hace 8 meses",""
"Francisco Javier García Lozano","Local Guide · 108 reseñas · 128 fotos","Hace 8 meses",""
"Jesus Gallego","Local Guide · 129 reseñas · 323 fotos","Hace 9 meses",""
"Eugen Iulian Dumitru","Local Guide · 37 reseñas · 642 fotos","Hace 9 meses",""
"Tizi ana","Local Guide · 170 reseñas · 861 fotos","Hace 9 meses",""
"Olga Ponce","Local Guide · 14 reseñas · 2 fotos","Hace 9 meses",""
"Ramón Noriega","Local Guide · 10 reseñas","Hace 11 meses",""
"Lorena","Local Guide · 109 reseñas · 17 fotos","Hace 11 meses",""
"cesar daneri andre","153 reseñas · 743 fotos","Hace 11 meses",""
"Nika","Local Guide · 103 reseñas · 8 fotos","Hace un año",""
"Ma Vi","Local Guide · 2 reseñas · 1 foto","Hace un año",""
"Francisco Fernandez","Local Guide · 82 reseñas · 7 fotos","Hace un año",""
"Angel Garcia Morales","157 reseñas · 277 fotos","Hace un año",""
"Elena Posadas","Local Guide · 23 reseñas · 308 fotos","Hace un año",""
"DIABLOVK27 MORALES","Local Guide · 15 reseñas · 14 fotos","Hace un año",""
"Diana","Local Guide · 1 reseña · 7 fotos","Hace un año",""
"Ivo","Local Guide · 187 reseñas · 35 fotos","Hace un año",""
"Darío C","4 fotos","Hace un año",""
"javier jimeno","Local Guide · 54 reseñas · 17 fotos","Hace un año",""
"Mauro Holguin","","Hace un año",""
"Juan Antonio Ortega gutierrez","Local Guide · 65 reseñas · 3 fotos","Hace un año",""
"Ángel Rodríguez Sánchez-Conde","Local Guide · 128 reseñas · 632 fotos","Hace un año",""
"ANDREW BATLLE","Local Guide · 133 reseñas · 15 fotos","Hace un año",""
"German David Díaz Fonseca","Local Guide · 29 reseñas · 5 fotos","Hace un año",""
"Gigliola Vignola","Local Guide · 97 reseñas · 2.734 fotos","Hace un año",""
"Javier Zamora","Local Guide · 14 reseñas · 300 fotos","Hace un año",""
"Yordelys Aguilera","Local Guide · 21 reseñas · 4 fotos","Hace un año",""
"Carolina Gonzalez","Local Guide · 38 reseñas · 107 fotos","Hace un año",""
"Dalia Diez de Tancredi","24 reseñas · 31 fotos","Hace un año",""
"Slu","Local Guide · 295 reseñas · 208 fotos","Hace un año",""
"Camilo Rafael Fabra González","Local Guide · 85 reseñas · 372 fotos","Hace un año",""
"Pablo Daniel Portillo","Local Guide · 66 reseñas · 582 fotos","Hace un año",""
"cenia centeno","Local Guide · 293 reseñas · 81 fotos","Hace un año",""
"Joselyne Calderón Mena","Local Guide · 79 reseñas · 284 fotos","Hace un año",""
"Nicolas Martin Rodríguez","Local Guide · 377 reseñas · 56 fotos","Hace un año",""
"JM LB","Local Guide · 114 reseñas · 147 fotos","Hace un año",""
"Itziar Hernández","Local Guide · 141 reseñas · 87 fotos","Hace un año",""
"Edgard Walter Polo Cornejo","Local Guide · 406 reseñas · 19 fotos","Hace un año",""
"Pedro Hurtado Ibáñez","Local Guide · 54 reseñas · 163 fotos","Hace un año",""
"Iñigo Pérez","Local Guide · 741 reseñas · 1.469 fotos","Hace 2 años",""
"Carmelo Reinoso Martin","Local Guide · 4 reseñas · 1 foto","Hace 2 años",""
"Walter G. Magaña","Local Guide · 7 reseñas · 157 fotos","Hace 2 años",""
"Antonio Moñino","Local Guide · 81 reseñas · 58 fotos","Hace 2 años",""
"Anastasia Tkachenko","Local Guide · 22 reseñas · 177 fotos","Hace 2 años",""
"Angélica Muga (Aingeru)","Local Guide · 58 reseñas · 3 fotos","Hace 2 años",""
"De Leonardo De Santiago","Local Guide · 19 reseñas · 15 fotos","Hace 2 años",""
"María Antonia Martín","12 reseñas","Hace 2 años",""
"Fernando Moreira Do Cen","Local Guide · 52 reseñas · 1.092 fotos","Hace 2 años",""
"Reda Haddou","Local Guide · 508 reseñas · 504 fotos","Hace 2 años",""
"Alejandro Perez","27 reseñas · 28 fotos","Hace 2 años",""
"Alicia Prada Gallardo","Local Guide · 46 reseñas · 4.466 fotos","Hace 2 años",""
"Emma Leal Aparicio","Local Guide · 99 reseñas · 10 fotos","Hace 2 años",""
"José Luis Zamora Pineda","Local Guide · 133 reseñas · 3.974 fotos","Hace 3 años",""
"jose francisco sevilla rigo","Local Guide · 680 reseñas · 2.650 fotos","Hace 3 años",""
"Tyler Welsh","Local Guide · 288 reseñas · 1.622 fotos","Hace 3 años",""
"Raquel Muller","Local Guide · 26 reseñas · 2 fotos","Hace 3 años",""
"Ronmell Sanchez","Local Guide · 21 reseñas · 17 fotos","Hace 3 años",""
"Daniel Ramil","Local Guide · 317 reseñas · 7.430 fotos","Hace 3 años",""
"Iago González Pazos","Local Guide · 82 reseñas · 48 fotos","Hace 3 años",""
"Rafael Montejano","Local Guide · 31 reseñas","Hace 3 años","" 
"Gabriel Manquillo","Local Guide · 221 reseñas · 8.489 fotos","Hace 3 años",""
"Andrés Terán","Local Guide · 35 reseñas · 2 fotos","Hace 3 años",""
"Etzharai","Local Guide · 60 reseñas · 27 fotos","Hace 3 años",""
"Bertha Bohorquez","6 reseñas · 1 foto","Hace 3 años",""
"Claudio Nogueira","Local Guide · 45 reseñas · 78 fotos","Hace 3 años",""
"juan carlos Megia","Local Guide · 662 reseñas · 3.917 fotos","Hace 3 años",""
"Jorge Ivan Henao","9 reseñas","Hace 3 años",""
"Carlos I.","Local Guide · 285 reseñas","Hace 3 años",""
"Ana Ortiz Martínez","","Hace 3 años",""
"Max Romulo Diaz Nuñez del Arco","Local Guide · 353 reseñas · 10.039 fotos","Hace 4 años",""
"dana luminita bolbos","6 reseñas · 4 fotos","Hace 4 años",""
"Analyn fernandez","Local Guide · 29 reseñas · 2.774 fotos","Hace 4 años",""
"Mariana Barrios","9 reseñas · 2 fotos","Hace 4 años",""
"juan castro","Local Guide · 4 reseñas · 6 fotos","Hace 4 años",""
"ruben Serra","Local Guide · 85 reseñas · 128 fotos","Hace 4 años",""
"Silvana Rosali Ponce Ortiz","1 reseña","Hace 4 años",""
"Jesus Briceño","Local Guide · 17 reseñas · 7 fotos","Hace 4 años",""
"Javier G. de Agüero","Local Guide · 28 reseñas · 153 fotos","Hace 5 años",""
"José Antonio Arjona Paz","Local Guide · 379 reseñas · 191 fotos","Hace 5 años",""
"V R","Local Guide · 19 reseñas","Hace 5 años",""
"luisa martos","5 reseñas","Hace 5 años",""
"Beatriz Bullón Aguiar","Local Guide · 21 reseñas · 6 fotos","Hace 5 años",""
"Cristian D","Local Guide · 285 reseñas · 162 fotos","Hace 5 años",""
"alex cuichan ulloa","","Hace 5 años",""
"Manuel Figueroa Moreno","Local Guide · 343 reseñas · 1.550 fotos","Hace 5 años",""
"Vicente Hernández Manzano","3 reseñas","Hace 5 años",""
"Jo Kr","Local Guide · 444 reseñas · 3.434 fotos","Hace 5 años",""
"Maria Fernanda Rodriguez","Local Guide · 134 reseñas · 606 fotos","Hace 5 años",""
"고동균","Local Guide · 61 reseñas · 77 fotos","Hace 6 años",""
"Zelma Gutierrez","14 reseñas · 24 fotos","Hace 6 años",""
"MAX COTERA PEREZ","4 reseñas","Hace 6 años",""
"josefa gomez pimpollo","Local Guide · 70 reseñas · 49 fotos","Hace 6 años",""
"dario castro","2 reseñas · 2 fotos","Hace 6 años",""
"Carlos Manuel Morales Pérez","Local Guide · 67 reseñas · 29 fotos","Hace 6 años",""
"Pablo Gonzalez","Local Guide · 315 reseñas · 1.419 fotos","Hace 6 años",""
"Jose Manuel Fernandes Blanco","Local Guide · 23 reseñas · 12 fotos","Hace 6 años",""
"Luis Gonzalo Rodríguez","Local Guide · 120 reseñas · 17 fotos","Hace 6 años",""
"Blanca Alonso","Local Guide · 2 reseñas","Hace 6 años",""
"Artur Hryniszyn","Local Guide · 54 reseñas · 146 fotos","Hace 6 años",""
"Verónica Herbert Gómez","Local Guide · 17 reseñas · 812 fotos","Hace 7 años",""
"Richard Mogollon","Local Guide · 1 reseña · 59 fotos","Hace 7 años",""
"Alvaro Moreno","Local Guide · 94 reseñas · 33 fotos","Hace 7 años",""
"Ana Maria Ferrer","4 reseñas","Hace 7 años",""
"Banbina Gmail","Local Guide · 43 reseñas · 84 fotos","Hace 7 años",""
"Jesus Kishoor Kalwani Ortega","Local Guide · 146 reseñas · 63 fotos","Hace 7 años",""
"Apostle Israel Aloja","Local Guide · 17 reseñas · 4 fotos","Hace 7 años",""
"Ricardo Alvarez","Local Guide · 4 reseñas · 63 fotos","Hace 7 años",""
"angel castillo","Local Guide · 20 reseñas · 1 foto","Hace 7 años",""
"Andrea Quintana","Local Guide · 4 reseñas · 148 fotos","Hace 7 años",""
"Alain Martinez","Local Guide · 38 reseñas · 7 fotos","Hace 7 años",""
"Raul Bejarano","Local Guide · 14 reseñas · 26 fotos","Hace 8 años",""
"Bea lucky","Local Guide · 114 reseñas · 93 fotos","Hace 8 años",""
"Icgk","6 reseñas","Hace 8 años",""
"Juanjo","22 reseñas · 1 foto","Hace 8 años",""
"Jazmina Perez","Local Guide · 17 reseñas","Hace 8 años",""
"Alfonso Casado Diez","Local Guide · 27 reseñas · 108 fotos","Hace 8 años",""
