"d4r55","RfnDt","rsqaWe","wiI7pd"
"Harriet","Local Guide · 10 reseñas · 2 fotos","Hace 4 meses","*¡Llegue entre 20 y 30 minutos antes de la salida de su tren!* (más tiempo si necesita comprar boletos) Pensamos que 15 minutos serían suficientes, pero la señalización es extremadamente inútil y es necesario pasar por seguridad. Perdimos nuestro tren. :( Más información aquí: https://www.seat61.com/stations/madrid-atocha.htm#modern_terminus Hermosa estación en la que quedarse atrapado."
"Blair Rossi","32 reseñas","Hace 3 meses","¡Servicio atroz! Al personal no le importa cuánto tiempo espere, simplemente diga que no hablan inglés para evitar brindarle el servicio. Recomendaría comprar boletos en línea... lo intentamos, sin embargo, el sitio web no acepta tarjetas de crédito. Nunca volvería a ir. Por favor, evita ir aquí si puedes."
"Dexter Cuizon","Local Guide · 926 reseñas · 1.512 fotos","Hace un año","Hermosa estación de tren. Tomé el nuevo tren Iryo a Málaga, ¡el mejor viaje en tren de todos los tiempos! Velocidades de hasta 300kph, y la cabina singuar only you es de primera clase, con servicio de mesa, comida y bebida, cómodos asientos."
"kov M","Local Guide · 16 reseñas · 38 fotos","Hace 2 años","El servicio de atención al cliente de Renfe es extremadamente hostil con los viajeros internacionales y sólo intentarán aprovecharse de usted. También falta señalización en inglés en toda la estación. Debido a una señalización engañosa, perdí el tren de alta velocidad y perdí casi 80 €. Sin embargo, el servicio de atención al cliente no me ayudó a cambiar mi billete ni se disculpó y su actitud fue extremadamente pobre."
"smarco14","5 reseñas · 1 foto","Hace 4 meses","Misma experiencia que la de G. Clarens: a Renfe no le importan los viajeros extranjeros. 1 hora de espera, para una hora de viaje. Si quieres ir a Toledo con tu familia, alquila un coche, será más rápido, pero más contaminante."
"Return Client Yes / No","Local Guide · 43 reseñas · 92 fotos","Hace 3 años","¡NO! ¡Increíblemente peligroso! Hace apenas 1 año estábamos todos confinados en nuestras casas a causa de un virus mortal. Todo esto parece haber sido una completa pérdida de tiempo según #Cercanías. La única medida de higiene parece ser que te digan que te distribuyas por los andenes.  No es lo mismo que dentro de los vagones. Un año después y todavía no han descubierto cómo proteger a las personas dentro de los trenes. Básicamente no hay ningún tipo de distanciamiento en los vagones, es lo mismo que antes del Covid... Sólo que con máscaras. Hoy he tenido que utilizar Cercanías porque me están reparando la bici. ¡Lo que aprendí hoy fue que es mejor usar el transporte privado y contaminar la ciudad que arriesgar la vida en el transporte público! Además, si no tienes la suerte de contar con medios alternativos para desplazarte, tu vida simplemente no es lo suficientemente importante y puedes convertirte en una estadística más en la cifra semanal de muertes por Covid. ¡Gracias comunidad de Madrid! ¡¡No!!"
"Terry Reiss","Local Guide · 169 reseñas · 97 fotos","Hace un año","Extremadamente ocupado. Bastante confuso en cuanto a las plataformas superior e inferior sin una conexión entre las dos en las salidas"
"凱特","4 reseñas · 1 foto","Hace 3 meses","Tengo la cabeza grande y no tengo que preocuparme por la lluvia. Otros tienen paraguas y yo tengo la cabeza grande."
"C L LEE","1 reseña · 1 foto","Hace 10 meses","La entrada al WC te costará 1 €, pero viene con duchas, etc. Aquí hay trenes de cercanías y trenes de alta velocidad. En el mostrador de venta de billetes de Renfe se hablaba muy poco inglés. Es necesario obtener un boleto Q de una de las máquinas para poder unirse a la Q para comprar boletos. Hay varias categorías para elegir y si elige la incorrecta, no será atendido. La estación de metro también está conectada bajo tierra aquí, pero actualmente está en proceso de renovación, por lo que no es accesible en absoluto. Los taxis abundan, pero Q puede tardar bastante cuando llega un HSR a la estación."
"Alexis Warret","Local Guide · 711 reseñas · 4.892 fotos","Hace 3 años","Estación de metro de Madrid interconectada con la estación regional de Atocha que conecta en particular con Arunjuez y su Palacio Real en 45 minutos. Una forma sencilla de llegar."
"Hristina Hristova","1 reseña","Hace 9 meses","Desafortunadamente, tuvimos una de las peores experiencias mientras viajábamos por esta estación de tren. ¡Las señales son engañosas! No nos permitieron entrar al tren para el que teníamos billetes porque llegamos 3 minutos antes de la salida. El personal fue desdeñoso y no quiso escucharnos a pesar de que sentimos que no era culpa nuestra. No había nadie que nos ayudara. Llegamos tan tarde al andén porque no pudimos encontrarlo durante 15 minutos. Le preguntamos a 3 personas dónde estaba, la respuesta fue: izquierda, derecha, izquierda, derecha. No hay señal para el andén 11 a donde se suponía que íbamos... Decepción total y absoluta..."
"Veronica Baccarelli","Local Guide · 59 reseñas · 138 fotos","Hace un año","Nos alojamos aquí para visitar la estación y el jardín interno. Bonito."
"Mohammed Al Jaber","Local Guide · 374 reseñas · 998 fotos","Hace 2 años","La estación de tren de Atocha Madrid es una de las estaciones distintivas del edificio, al igual que el jardín interior, además de ser de fácil acceso"
"Paul Kelly","4 reseñas","Hace un año","Muchos cierres de metro y no hay información clara sobre cómo encontrar autobuses gratuitos, solo muchas señales que indican el camino a las estaciones de metro cerradas. Barcelona también tiene cierres, pero hay muchos carteles y personal ayudando a la gente."
"Bálint Hajdu","Local Guide · 50 reseñas · 11 fotos","Hace un año","Mi novia estaba de visita en Madrid y queríamos sacarnos una tarjeta de transporte público. Desgraciadamente no pudimos concertar una cita en la oficina hasta una semana después, pero entonces ella no estaría aquí. Entonces vinimos a la oficina en persona. Hicimos cola y la señora, que no habla inglés, nos dijo que era imposible y que volviéramos en una semana... De todos modos sería un proceso de 4 minutos y no podía hacerlo..."
"Tony Boxell","50 reseñas · 4 fotos","Hace un año","Estoy agregando esta foto porque no había una placa con su nombre. Esta señora fue extremadamente grosera con nosotros al intentar comprar boletos para Toledo; realmente no debería tener un trabajo en una función de servicio al cliente. He estado viajando por Europa y este es el servicio al cliente más grosero al que nos hemos enfrentado. A medida que los turistas traen dinero a la zona, uno pensaría que nos tratarían con más respeto. No ha sido agradable tratar con Renfe, también fue una pesadilla en Barcelona. Muy desorganizado y ahora esto. Honestamente, necesito mejorar su servicio al cliente y su organización, parece que estamos retrocediendo en el tiempo al tratar con esta compañía de viajes."
"Andrew Blake","Local Guide · 85 reseñas · 63 fotos","Hace 2 años","Estación fresca con algunas tiendas y un jardín microclimático. Diseño sencillo."
"Gaetan Clerens","Local Guide · 117 reseñas · 2 fotos","Hace 2 años","Un desastre sin nombre. La peor experiencia de toda mi vida en una estación de tren. Queríamos ir a Toledo este 16 de agosto de 2022 en tren de las 10:20 horas. Es uno de los destinos turísticos más populares de Madrid. Llegamos, hay que reconocerlo, sin estar preparados, 10 minutos antes, con la esperanza de poder coger un tren. Probamos las máquinas expendedoras que no funcionan. Luego pasamos a las cajas. Intentamos coger un ticket para la cola en la interfaz francesa. Vemos Toledo, oh esperanza. Y no, un mensaje de error, ninguna “cita”, una mala traducción seguro y ningún ticket para la cola del mostrador. Lo intentamos en inglés (con una cola cada vez mayor detrás de nosotros ya que solo hay una máquina para las taquillas...). No trabajes tampoco. Luego vemos ""Voy a viajar hoy"" en la lista y boom, sale un boleto para la fila. ¡Aleluya! 1 hora de espera para procesar a 35 personas antes que nosotros. Es casi la hora del próximo tren, así que crucemos los dedos. Llega nuestro turno y la señora del mostrador nos dice algo que no entendemos. Ella repitió, enojándose con nosotros, que ese no es el mostrador correcto. ¡Aquí están todas las entradas menos Toledo! Le explicamos que lo intentamos y no le importa, visiblemente empieza a enfadarse. ¡No es su problema! Vuelve a la fila. Desesperados, volvemos a probar una máquina de ventas después de haber sido engañados. Está funcionando nuevamente, así que estamos comenzando a ingresar nuestra información. Se nos solicita el número de pasaporte o tarjeta nacional española. No tenemos porque somos europeos en Europa... Nos decimos, vamos, ponemos el número del DNI, ya veremos. Y ahí, la máquina vuelve a fallar y nos dice que vayamos a las taquillas. En resumen, en 2 horas nunca llegamos allí. Abandonamos la visita a Toledo. La peor experiencia jamás vivida en una estación de tren. Si pudiera dar un solo comodín negativo en mis valoraciones de la vida, serían ellos."
"Kwinten Baeck","3 reseñas","Hace 3 años","Si tuviera la opción de dar 0 estrellas, lo haría. Si alguien se pregunta por qué esta reseña es tan larga es porque tuve 50 minutos de tiempo libre en una fila de espera de máximo 10 personas. El proceso de compra de un billete está estancado en el siglo XVIII y no de forma romántica. El resultado es una pérdida de confianza en el transporte público que durará toda la vida. Tardamos el doble en comprar un billete de Madrid a Toledo que el viaje en sí :)"
"Deimantas K","Local Guide · 567 reseñas · 2.561 fotos","Hace 2 años","La parte antigua del pueblo se ha convertido en un parque de atracciones."
"Tim V","Local Guide · 286 reseñas · 1.386 fotos","Hace 3 años","Moderno, organizado y eficiente para viajar por España."
"Christoph Argus","Local Guide · 39 reseñas · 2 fotos","Hace 3 años","Asegúrese de tener suficiente tiempo para encontrar su tren. Las señales no se adaptaron a los cambios en el despacho (es decir, los controles de seguridad) y el escaneo de equipaje lleva mucho tiempo. El servicio es horrible. No puedes esperar que nadie sepa siquiera adónde debes ir."
"Kelly Ezagury","Local Guide · 219 reseñas · 944 fotos","Hace 2 años","Estación de tren, muy organizada muy puntual. Perfecto para destino diferente"
"Daddy Cool","Local Guide · 98 reseñas · 320 fotos","Hace 2 años","Estación muy impresionante con plantas y flores donde la gente se reúne mientras espera el tren. Tienes que ir allí, el ambiente es muy tranquilo y sorprendente."
"Mr Bolt Al","Local Guide · 53 reseñas · 22 fotos","Hace 2 años","El personal de Renfe son los peores agentes de atención al cliente del mundo. Reflejan una muy mala imagen de Madrid. Aconsejo a los turistas que dejen de esperar agentes poco cooperativos y groseros en cada oficina, especialmente en la estación de Atocha. Nunca más volveré a utilizar Renfe."
"Peter Fonyo","Local Guide · 121 reseñas · 57 fotos","Hace 2 años","¡La estación de transporte público más estúpida de todos los tiempos! ¡Imposible navegar de un lado a otro! ¡El jardín interior se ve bonito! Sin eso el lugar merecería 1 estrella."
"Jeff","Local Guide · 155 reseñas · 374 fotos","Hace 2 años","Mal servicio, ya que puedes comprar el billete en inglés y se supone que te llevará de Atocha a la Avenida de América por 1,80 euros.  Tienes que cambiar de línea y cuando intentas acceder a la otra línea dice que necesitas un boleto nuevo.  Arrancar"
"Marcos","Local Guide · 129 reseñas · 12 fotos","Hace un año","La estación es hermosa. Algunas personas nos ayudan cuando aterrizamos por primera vez en Madrid."
"Nathalie","Local Guide · 27 reseñas","Hace 11 meses","Un desastre en cuanto a señalización, ni siquiera está indicada la zona de salida."
"Paul Knapp","Local Guide · 41 reseñas","Hace un año","Con diferencia la peor estación de tren de Madrid. ¡Odio cada vez que tengo que tomar un tren desde allí!"
"chris ducklin","Local Guide · 279 reseñas · 5.603 fotos","Hace un año","Un poco desaliñado en algunos lugares, es necesario arreglar los ascensores accesibles para el metro."
"Phillip Crisp","6 reseñas","Hace 2 años","Pésima estación. Señalización poco clara. El personal más inútil que he experimentado en ningún otro lugar. tienen mucho que aprender"
"Roger Perez","Local Guide · 251 reseñas · 2.717 fotos","Hace un año","¡Enorme estación central!"
"Nikolai Strek","1 reseña","Hace 3 años","Bruh… este lugar invirtió más dinero en los baños que en la infraestructura general y las lecciones de inglés para sus empleados. :) nunca más."
"Shadiah S","Local Guide · 329 reseñas · 1.946 fotos","Hace un año","No he explorado la zona. Sólo la estación central de Etosha."
"Adrien Houri","21 reseñas","Hace 2 años","La peor oficina por coger la tarjeta de transporte público, no organizar nada para la gente, si pudiera dar 0 estrellas lo haría, patético."
"Sánchez Warrios","Local Guide · 263 reseñas · 7.104 fotos","Hace 3 años",""
"Enzo","Local Guide · 68 reseñas · 332 fotos","Hace un año","Un lugar muy hermoso"
"Esaj","Local Guide · 224 reseñas · 1.633 fotos","Hace un año",""
"Fasil Al-Anazi","Local Guide · 46 reseñas · 582 fotos","Hace 2 años","Estación grande, hermosa y llena de gente."
"zefeng li","13 reseñas · 1 foto","Hace un año","BIEN"
"Maria Oancea","Local Guide · 171 reseñas · 144 fotos","Hace un año","Demasiado lleno de gente"
"Scarleth Urbina","Local Guide · 13 reseñas · 66 fotos","Hace 2 años",""
"Miranda","Local Guide · 162 reseñas · 65 fotos","Hace 2 años",""
"Marita Abraham","Local Guide · 10 reseñas · 22 fotos","hace 6 días",""
"Yakov Neuman","Local Guide · 20 reseñas · 134 fotos","Hace una semana",""
"Christian Oltra","Local Guide · 91 reseñas","Hace un mes",""
"NAS","Local Guide · 474 reseñas · 423 fotos","Hace un mes",""
"JordiPRO Network","Local Guide · 8 reseñas","Hace 2 meses",""
"José Manuel Lago","Local Guide · 14 reseñas · 58 fotos","Hace 2 meses",""
"Susana Martínez (La de Mapfre)","Local Guide · 5 reseñas · 35 fotos","Hace 3 meses",""
"R LE","Local Guide · 13 reseñas","Hace 4 meses",""
"MARIO RAUL SOLIS SANTACRUZ","Local Guide · 5 reseñas · 99 fotos","Hace 5 meses",""
"Succubunny","2 reseñas · 2 fotos","Hace 6 meses",""
"Sabina Andreea Gheorghe","Local Guide · 7 reseñas · 38 fotos","Hace 7 meses",""
"Jose","3 reseñas","Hace 7 meses",""
"Mile Cub","Local Guide · 7 reseñas","Hace 7 meses",""
"Andy Schmithalter","Local Guide · 47 reseñas · 125 fotos","Hace 10 meses",""
"AG A","Local Guide · 29 reseñas · 3.807 fotos","Hace 11 meses",""
"Daniel Fernández Capodiferro","Local Guide · 593 reseñas · 2.804 fotos","Hace un año",""
"Pedro Madrid","Local Guide · 45 reseñas · 59 fotos","Hace un año",""
"Tucci HD","1 reseña · 2 fotos","Hace un año",""
"Xandri","Local Guide · 23 reseñas · 16 fotos","Hace un año",""
"Charo Martin Sanches","1 reseña","Hace un año",""
"Julissa Garcia","Local Guide · 145 reseñas · 1.047 fotos","Hace un año",""
"Marta Aa","Local Guide · 12 reseñas · 4 fotos","Hace un año",""
"Ismar","Local Guide · 192 reseñas · 44 fotos","Hace un año",""
"Ruben Villegas","6 reseñas · 8 fotos","Hace un año",""
"Nicoleta Ursache","Local Guide · 26 reseñas · 170 fotos","Hace un año",""
"Eloise Mercier","Local Guide · 61 reseñas · 369 fotos","Hace un año",""
"Jorge Manuel Galindo Marin","Local Guide · 17 reseñas · 53 fotos","Hace un año",""
"Bryan Silverio Martijn","Local Guide · 12 reseñas · 20 fotos","Hace un año",""
"Iris E.H","Local Guide · 20 reseñas · 6 fotos","Hace un año",""
"Jose Ortega Diaz","Local Guide · 263 reseñas · 65 fotos","Hace un año",""
"Adolfo Pernas","Local Guide · 5 reseñas · 2 fotos","Hace un año",""
"Parvez Hasan","13 fotos","Hace un año",""
"SABRINA MILICEVIC","7 reseñas","Hace un año",""
"Borja Notario","Local Guide · 7 reseñas · 159 fotos","Hace un año",""
"Angela Jativa","1 reseña","Hace un año",""
"José Francisco Reina Barbero","Local Guide · 131 reseñas · 14 fotos","Hace un año",""
"Sergio Ricardo Pinargote","Local Guide · 120 reseñas · 324 fotos","Hace un año",""
"Jordi Ballera","Local Guide · 22 reseñas · 173 fotos","Hace un año",""
"Vamonos PRI","37 reseñas · 433 fotos","Hace un año",""
"Xavier Sancha","Local Guide · 349 reseñas · 820 fotos","Hace un año",""
"M García","Local Guide · 217 reseñas · 746 fotos","Hace un año",""
"Daniel Cabanillas Arriaga","Local Guide · 129 reseñas · 322 fotos","Hace un año",""
"Moi Muriel","Local Guide · 109 reseñas · 523 fotos","Hace un año",""
"Victoria P","Local Guide · 144 reseñas · 403 fotos","Hace un año",""
"Juan Solucions","Local Guide · 289 reseñas · 775 fotos","Hace 2 años",""
"Adrian Nastase","Local Guide · 98 reseñas · 1.031 fotos","Hace 2 años",""
"iris flores","Local Guide · 12 reseñas · 1.631 fotos","Hace 2 años",""
"Antonio José Holguín Paniagua","Local Guide · 65 reseñas · 1.511 fotos","Hace 2 años",""
"Francisco Perez Velasco","Local Guide · 6 reseñas · 17 fotos","Hace 2 años",""
"David Salazar","9 reseñas","Hace 2 años",""
"Sandra R. Álvarez","6 reseñas","Hace 2 años","" 
"RADOUANE BELBEKRI","Local Guide · 44 reseñas · 18 fotos","Hace 2 años",""
"Leonardo Pupo Pérez","Local Guide · 87 reseñas · 487 fotos","Hace 2 años",""
"josefa S","Local Guide · 13 reseñas · 73 fotos","Hace 2 años",""
"Paulo A Souza","Local Guide · 20 reseñas · 43 fotos","Hace 2 años",""
"MARIANO","Local Guide · 40 reseñas · 2.526 fotos","Hace 2 años",""
"A MB","Local Guide · 85 reseñas","Hace 2 años",""
"Javier Bermejo Sanz","Local Guide · 48 reseñas · 107 fotos","Hace 2 años",""
"Abel Córdoba _SUCCO_","Local Guide · 174 reseñas · 534 fotos","Hace 2 años",""
"Іванна Михайлюк","Local Guide · 29 reseñas · 394 fotos","Hace 2 años",""
"Manuel Fidalgo","Local Guide · 16 reseñas · 105 fotos","Hace 3 años",""
"vero cortes","Local Guide · 36 reseñas · 362 fotos","Hace 3 años",""
