"d4r55","RfnDt","rsqaWe","wiI7pd"
"Amaloa Mehrer","Local Guide · 238 reseñas · 917 fotos","Hace 3 años","Por la ridicules de Covid, si vienes a despedir a una persona no podrás pasar hasta la entrada ni irte en Metro!"
"Roberto Fabián Ascar","4 reseñas","Hace un año","Bien es muy grande y si tienes q ir a la T4S, tienes q ir con el tren es un trayecto de 5'de una sola parada. Recomiendo seguir la señalización es un poco confusa, especialmente la flecha q indica q debes seguir recto, por apunta hacia abajo y da a entender q debes bajar a otra planta. 👍…"
"Pedro L. S.","Local Guide · 305 reseñas · 256 fotos","Hace 10 meses","Grandiosidad.. si no vas atento es posible que te pierdas..de todo y para todos... El inconveniente que veo creo para mi entender que se suben a las nubes con los precios en todas las tiendas"
"Javier Tejera","Local Guide · 580 reseñas · 1.109 fotos","Hace un año","Un poco descuidado y sucio. Y no hablar de la área vip de aena. Sucia, poco surtida en productos,  y personal descuidado y sin ganas de trabajar. Parece más un bar de carretera sin desmerecer a dichos bares."
"Jaime f","Local Guide · 934 reseñas · 3.064 fotos","Hace 2 años","Las puertas de embarque casi no tienen asientos. Parece increíble con la cantidad de retrasos que hay."
"Ester MoreDomí","Local Guide · 277 reseñas · 294 fotos","Hace 6 años","Impresionante la zona de juegos infantil. Grande, limpia, muchos juegos posibles, libros, cambiadores, zona de cunas... nunca vi algo igual y gratis para los viajeros. GRACIAS!"
"Roberto O. G.","Local Guide · 100 reseñas · 125 fotos","Hace un mes","Muy bien"
"Germán Solís Gómez","Local Guide · 469 reseñas · 2.492 fotos","Hace 2 años","Un aeropuerto magnífico, a la altura de Madrid con muy buenas conexiones al centro"
"Andres Rivera","Local Guide · 109 reseñas · 24 fotos","Hace un año","El acceso por esta terminal al sistema de trenes es bastante fácil. Todos los que trabajan en el aeropuerto son muy amables. Tiene variados locales."
"Moraima hernandez","25 reseñas","Hace un año","Un poco de desorden ya que es muy grande el aeropuerto no consigues quien te informe y los pasajeros están algo perdidos podrían poner más personal que ayude a los usuarios ya que hay muchas personas que por no tener información pierden los vuelos de conexión"
"S LG","Local Guide · 576 reseñas · 1.462 fotos","Hace 7 años","Moderna y funcional. Las puertas automáticas de entrada son una pasada"
"Juanjo Roa","Local Guide · 71 reseñas · 89 fotos","Hace 2 años","Genial, muy fácil de ubicarse, todo tipo de restaurantes y tiendas."
"Sammy David Sabniewiez Corredor","Local Guide · 169 reseñas · 159 fotos","Hace un año","El aeropuerto es muy moderno, históricamente el más importante entre América y Europa, a la hora de entrar por migración podría mejorar ya que las filas se hacen un poco largas y se demora demasiado."
"Guillermo Daniel Gimenez Steinle","Local Guide · 539 reseñas · 82 fotos","Hace un año","La terminal es muy grande pero está muy bien señalizado todo. Todo tipo de negocios con varios restaurantes. Zonas de descanso cómodas."
"Ivan Rivera","Local Guide · 42 reseñas · 14 fotos","Hace un año","Llegamos de Londres y enseguida nos ayudaron muy bien!  ISABEL es excelente y nos ayudo a usar la máquina y nos recomendó la mejor forma de pasar el día en Madrid!"
"Roberto Mendez","Local Guide · 386 reseñas · 540 fotos","Hace un año","Una terminal bonita estéticamente, práctica y bastante ágil."
"chonny g.b.","Local Guide · 134 reseñas · 1.219 fotos","Hace un año","Mucha gente, es bonito y buena información. Baños limpios, de fuera y los de de dentro por los restaurantes limpios pero algo incómodo los  dispensadores de aluminios difícil sacar papel de una capa."
"Manuel CG","Local Guide · 391 reseñas · 23 fotos","Hace 3 meses","Excelentes instalaciones aeroportuarias"
"David_ OR","Local Guide · 54 reseñas · 40 fotos","Hace un año","Gran variedad de tiendas... hay que recorrerlo pero está bastante bien señalizado!! Me encantó ver exhibida la obra de un gran ecuatoriano #Guayasamin 💯…"
"Carlos Ripoll","Local Guide · 71 reseñas · 4 fotos","Hace 5 años","Muy limpio y bonito. Pero llevo 1 hora y media esperando a que salgan las maletas. Muy lento y mal organizado. El control de inmigración ha tardado 1 hora porque las máquinas no funcionaban correctamente. Una sensación bastante odiosa después de un vuelo largo."
"Esteban Mentasti","Local Guide · 762 reseñas · 4.346 fotos","Hace 4 años","Muy bueno todo señalizado"
"Daniel Sánchez","Local Guide · 60 reseñas · 33 fotos","Hace un año","Vaya timo lo del suplemento de 3€. Puse dos suplementos en mi tarjeta de transporte contando con la vuelta del viaje, dos días después y parece ser que los suplementos sólo sirven para el mismo día que los compras. Y yo pregunto: ¿para qué dejan comprar más de un suplemento si sólo valen para el mismo día? Genial Metro de Madrid, un gusto volver a casa en metro."
"Jonás Jonás","Local Guide · 192 reseñas · 77 fotos","Hace un año","Bastante limpio lo que falta que los funcionarios no son competentes como aeropuerto así tiene que tener cartel información el resto está bien"
"Antonio Carrión Molina","Local Guide · 188 reseñas · 590 fotos","Hace 2 años","Probablemente la T4 es una de las mejores terminales de aeropuerto del mundo."
"ANTONIO CRUZ SANCHEZ","Local Guide · 3.612 reseñas · 8.906 fotos","Hace 3 meses","Por lo menos en lo que respecta al metro está todo muy correcto"
"Javier Molina González","Local Guide · 589 reseñas · 88 fotos","Hace un año","Una terminal preciosa, cómoda, muy cómoda. Muy bien señalizada, con los tiempos a las puertas bien indicados. Lo único son los precios de las cafeterías y restaurantes que son prohibitivos"
"Maurito Gregoneces","Local Guide · 24 reseñas · 44 fotos","Hace un año","Falta mayor señalización para guía al turista, acceso para trenes,buses y metro, indicadores de camino ,guía de acceso, por ser un aeropuerto gigante se requiere estás ayudas. Debi comprar una sinkar para lograr orientarme"
"Miguel Angel","Local Guide · 192 reseñas · 149 fotos","Hace 2 meses","Me encanta su arquitectura."
"Luis Guillermo López Martín","Local Guide · 779 reseñas · 1.002 fotos","Hace 5 años","Cómodo y agradable. Posee variedad de tiendas y servicios públicos."
"H C","Local Guide · 195 reseñas · 282 fotos","Hace un año","Barajas, ese sitio donde la compañía aérea te dice que si hay un error en la información del bueno es culpa del aeropuerto y el aeropuerto te dice que es de la compañía aérea.... Viva la responsabilidad y el buen hacer!!!"
"Jhony Rosales Orendo","Local Guide · 23 reseñas · 6 fotos","Hace un año","Pésimo todo las maquinas del tax free rotas trabajadores desagradables que no saben dar ningún tipo de orientación en fin"
"Juan P","Local Guide · 27 reseñas · 25 fotos","Hace un año","Seguramente habrán leído noticias sobre la calidad del aeropuerto y sus obras para facilitar el transporte sostenible (nueva estacion de autobuses). Y todo esos palabras que están tan de moda hoy día. Pues bien: está 'prohibido'  moverse a pie hacia las localidades más cercanas (VALDEBEBAS y BARAJAS), cuyo trayecto dura menos de media hora. Trayectos saludables para viajeros y empleados que deseen tener esos barrios como origen o destino andando, hoy día no son posibles, pues no hay carril peatonal alguno, cosa que no sucede en el resto de importantes aeropuertos europeos. A alguien se le habrá olvidado que siempre se debe poder acceder a pie a los sitios importantes. Curioso."
"César Augusto Martínez Cabieles","Local Guide · 1.361 reseñas · 12.664 fotos","Hace 2 años","Fácil usar fácil llegar!"
"Raquel Jiménez Iglesias","Local Guide · 129 reseñas · 1.009 fotos","Hace 2 años","Un aeropuerto moderno, muy espacioso y cómodo. Con aseos , zonas para descansar y conectarse a la corriente eléctrica, máquinas de vending y cafeterías disponibles. Realmente práctico y claro en las indicaciones de las puertas de embarque e información de vuelos. Sorprende el buen estado de limpieza en el que siempre se encuentra. Muy recomendable para una escala."
"ambar sarelhys arana hernandez","Local Guide · 97 reseñas · 44 fotos","Hace 2 años","España tiene un hermoso aeropuerto, amigable. Un excelente servicio de transporte.  Hay que tomar en cuenta que es muy grande y se debe prevenir eso. Ir a los vuelos con tiempo para evitar contratiempos. Feliz vuelo viajeros!!! Estoy a la orden si necesitan apoyo para organizar el  viaje ig @aranasmile"
"Toñy Valverde","Local Guide · 424 reseñas · 5.110 fotos","Hace 4 años","Es la terminal más espectacular e impresionante que he visto jamás. Gracias a Rogers su arquitecto, cuando la gente entra a Madrid por esa terminal dicen cosas como '' si existe esto aquí, cómo será Madrid?. Además de su arquitectura es completa en todo lo demás."
"Mario Enrique Pérez","Local Guide · 635 reseñas · 329 fotos","Hace 2 años","Bien ordenado y distribuido, el tren de transporte entre terminales bien mantenido, en este terminal hay pantallas bien localizadas para información de los vuelos y las puertas de salida, recientemente que estuve en la epoco de verano con mobilización alta de pasajeros por las vacaciones todo se movía sin ningún estancamiento relevante. Buena atención y administración del terminal."
"Paco Chavarria","Local Guide · 77 reseñas · 513 fotos","Hace un año","Un aeropuerto muy grande pero le falta un poco más de opciones para comer algo o tomar algo sobre todo si tienes que esperar para tu siguiente vuelo"
"Santi Ojuel","Local Guide · 78 reseñas · 15 fotos","Hace un año","Los de seguridad dan pena. Que tranquilidad tienen algunos. Lástima de no verlo sus jefes y mandarlos al paro. Gente esperando por qué es mejor estar de risas en vez de hacer su trabajo lo mejor posible"
"FERNANDO GONZALEZ ARIAS","11 reseñas · 2 fotos","Hace 11 meses","Al preguntar en información de renfe como puede ir a Madrid , no son precisos y apáticos. No Dan información suficiente  al final te tienes que buscar como llegar a Madrid centro"
"Pizpireta Gutierrez","Local Guide · 90 reseñas · 90 fotos","Hace un mes","Un laberinto...pero bien..."
"Mario Diaz","Local Guide · 345 reseñas · 1.136 fotos","Hace 4 años","Una terminal muy amplia, con wifi, deberia de haber un mapa virtual para poder encontrar mas rapido los lugares"
"DAVID G.","Local Guide · 271 reseñas · 507 fotos","Hace un año","Como todos los aeropuerto el sistema de asignación de puerta es una auténtica basura, no puede ser que te tengan corriendo y buscando una puerta que te pueda tocar al otro extremo, falta ayuda y falta de información, esto deben mejorarlo"
"Belen","Local Guide · 576 reseñas · 3.934 fotos","Hace un año","Está muy bien, con un montón de tiendas para poder coger algún detalle, así como cafeterías, baños etc. Todo lo necesario para hacer la espera más corta"
"Rudico Humberto Ortiz Villalobos","44 reseñas · 173 fotos","Hace 2 años","Para empezar es un aeropuerto muy grande pero está bien señalizado para el turista, por lo que le doy un diez de diez, bien atendidos por migración, el pero es las líneas aéreas que trastornan   la salida de los equipajes del avión hacia las bandas, eso no es problema del aeropuerto."
"Adrián Rego","Local Guide · 86 reseñas · 862 fotos","Hace 2 años","El aeropuerto peor señalizado que he visto en mi vida y con menos trabajadores a los que preguntar. Los 2 o 3 con los que nos cruzamos gritando en español (aeropuerto internacional cuidado) y contestando mal a la gente que preguntaba, evidentemente los que tuvieran algún problema de audición o simplemente fueran extranjeros no se enteran de nada. Es más, vimos como una pasajera angloparlante se iba gritando eso mismo en inglés. Menudo aeropuerto internacional en el que no son capaces de poner carteles en un par de idiomas 🤦🏻‍♂️"
"VÍCTOR VIRGÓS","Local Guide · 1.719 reseñas · 18.902 fotos","Hace 2 años","A mi me encanta este aeropuerto tan bonito y moderno. Personal de sobra suoer amable y eficiente. Todas las informaciones se ven de maravilla y al bajar del avión ya nos informan de donde se hacen los enlaces y recogida de maletas. Enseguida ves información turística. Lógico que Madrid y Esoaña sean referencias mundiales de turismo"
"Aurora Polo Rodríguez","Local Guide · 429 reseñas · 10.503 fotos","Hace 2 años","Buena organización y buenos servicios, pero los controles covid son por cumplir y están muy mal gestionados. La señalización en general del aeropuerto es muy buena y eres capaz de encontrar todo sin necesidad de preguntar a nadie. Una cosa a destacar es la limpieza de los baños y que haya fuentes para beber agua, cosa que no se ve en otros países."
"Mr. Paisa","Local Guide · 213 reseñas · 232 fotos","Hace un año","Esta terminal nunca me decepciona, desde su estilo arquitectónico hasta las prestaciones y servicios que ofrece, la T4 es en definitiva uno de los lugares que más le dan prestigio al aeropuerto Adolfo Suárez Madrid Barajas. Si vienes de paso o si vas a quedarte a Madrid realmente este sitio es un muy buen punto de bienvenida! No te lo pierdas!!! 😉"
"josem138","Local Guide · 428 reseñas · 1.880 fotos","Hace 2 años","Creo que se derrocha energía en calefacción, fuera hay unos hermosos 10°C, pero aquí dentro hay un aire viciado y muy caliente, tanto que me he de quedar en manga corta... no me parece necesario. Me encuentro aquí tirado en el suelo porque el terminal no tiene suficientes asientos para esperar al avión que ha de llegar. Además, para llegar aquí he tenido que pasar múltiples controles, alguno de manera repetida. El control está bien como idea, pero la ejecución es pésima. Los asistentes (todos) han de ir vociferando a los viajeros dónde ir porque no tienen una estructura clara que los guie. Increpan a la gente por bloquear puertas de control por ir ""donde no les toca"" cuando en realidad es error de organización. Para ser el aeropuerto de Madrid me ha parecido un chiste"
"Laura Inés Mendivelzua","3 reseñas","Hace 2 años","He viajado desde Madrid a Argentina sola y el personal administrativo de Iberia me hizo pagar 350 euros de equipaje cuando no justificaba. Y al verme sola me cobraron de más, a una persona le cobraron por kilo y 85 euros.  Hice la denuncia pero no se hacen cargo. Te contestan vía web, no hay una oficina, con argumentos irrisorios. Son unos sinvergüenzas. Nunca más vuelo por esta compañía. Las azafatas del vuelvo te gritan si no quieres la comida, baños sucios y te roban con el equipaje al verte sola. Tengan cuidado. Tengo ticket de lo que pagué pero Iberia prefiere estafar a las mujeres que viajan solas y les cobra lo que no corresponde. #IberiaSinverguenzas #IberiaEstafadores Mi número de móvil es 651548383 Licenciada Laura Inés Mendivelzua Costabile"
"Maria Gil","Local Guide · 155 reseñas · 179 fotos","Hace 2 años","Tenía una escala un tanto larga con mi hijo de 3 años pero fué genial. El personal muy amable (no como en la terminal 3 al llegar), todo estaba abierto, baños limpios, fuentes para rellenar el agua por todos sitios y lo mejor, hay zonas de recreo para los niños cada pocos metros."
"Martín CHM “Abu Tatín”","Local Guide · 707 reseñas · 399 fotos","Hace 3 meses","Está muy bien"
"Inma Sánchez","Local Guide · 28 reseñas · 79 fotos","Hace 8 meses","Es un aeropuerto en el que es fácil orientarse. No te pierdes, está muy bien señalizado"
"Ludmilla Oliveira","Local Guide · 41 reseñas · 19 fotos","Hace 4 meses","Yo Tengo la intención de volver más a menudo."
"carlo carbone","Local Guide · 117 reseñas · 24 fotos","Hace un año","Todo está muy bien organizado y bien señalado. De día hay muchísima luz natural. De fácil acceso con cualquier medio de transporte y con bus gratis desde la terminal 1-2-3."
"Amalia Guerrero","1 reseña","Hace 2 años","Acabo de pasar por el por el control de seguridad VIP de la Terminal 4. Todos han sido muy amables menos un señor mayor (vigilante de seguridad) del control de seguridad del filtro VIP. Me ha dicho palabras textuales: ""si no sabes cómo poner el equipaje para pasar un control de seguridad no viajes, cuántas personas catetas"" Llevaba la acreditación aeroportuaria volteada y le no le ha querido dar la vuelta para ver sus datos cuando se lo he solicitado. Trato por parte de una de las personas del control de seguridad VIP nefasto."
"Guadalupe Maroño","Local Guide · 226 reseñas · 12 fotos","Hace 6 años","Mala atención de la Guardia Civil cuando se realiza el trámite para la devolución del tax. Te mandan de un sitio a otro y no te facilitan las cosas. Que pena! Esto también es marca España. Iberia no tiene sobres para darte! Increíble!"
"Daniel Berrios","Local Guide · 761 reseñas · 8.433 fotos","Hace 2 años","Aeropuerto grande y bien organizado con un clima muy cálido. Tuve la oportunidad de pisar esta terminal para volver desde Nápoles. Fue sencillo localizar mi equipaje y poder salir de dicha terminal. Al haber llegado tarde, vi todo muy silencioso. Desconozco si es el típico ambiente que se respira en este lugar. Nada más salir, encuentras rápidamente una cola para poder recoger taxis."
"Kelvin Rivas","Local Guide · 364 reseñas · 2.146 fotos","Hace 6 años","Aeropuerto grande cómodo y activo. T4 entras al Wifi fácil a través de FACEBOOK como enlace"
"Mariola Atgra","Local Guide · 252 reseñas · 3 fotos","Hace 2 años","Si tuvieran la consideración de distribuir las tiendas y bares que no impidieran el paso a los que llevan prisa para embarcar, sería un logro. No sólo este aeropuerto, sino en todos"
"Rosana Vignolo","Local Guide · 196 reseñas · 242 fotos","Hace un año","Muy bien señalizado"
"Angel Rafael","Local Guide · 450 reseñas · 409 fotos","Hace 2 años","No es muy concurrida, hay espacios casi vacios donde puedes descansar y esperar los vuelos, las ipciones pars comer son muy pocas y no hay variedad. En resumen el Aereopuerto es tranquilo."
"maribel García","Local Guide · 225 reseñas · 1.820 fotos","Hace 4 años","A 1 de julio no hay ni un sitio donde sentarse en el aeropuerto a esperar la llegada de pasajeros. Con suerte he conseguido un hueco en la zona de fumadores, que son los únicos que por lo visto, tienen derecho a sentarse. Tampoco hay ni un wc abierto. Horrible. El trato al público de -20. Muy mal."
"Camelia Redondo","Local Guide · 570 reseñas · 2 fotos","Hace un año","Fácil de entender, pero como en todos los aeropuertos cualquier cosa que quieras beber o comer, muy cara incluso las cosas del duty free"
"L. Soma","Local Guide · 397 reseñas · 974 fotos","Hace 2 años","Como Aeropuerto Internacional tiene una infraestructura digna, pero faltan tiendas y restauración. Hecho de menos Burguer King, que ofrece oferta vegetal, ya que en McDonalds salvo un helado, poco puedo comer..."
"Manuel Sarmiento Cruz","Local Guide · 565 reseñas · 833 fotos","Hace 11 meses","Está bien. Relativamente limpio y bien organizado. Muchos servicios"
"Alberto Caballero López","Local Guide · 146 reseñas · 3 fotos","Hace 11 meses","Muy mala su señalización, desde la estación de guaguas hasta conseguir llegar a la terminal T4. Poco personal en los mostradores de facturación."
"Fandi","Local Guide · 46 reseñas · 5 fotos","Hace 5 años","El metro en Madrid muy bien en general. Lo que no me gustó y me parece una estafa es tener que pagar 3 euros por persona por utilizar las paradas del aeropuerto. Fuimos 3 personas y entre ida y vuelta 18 euros más el viaje normal del metro. Me parece excesivo y es lo único a lo que le puedo poner algún pero."
"Carlos Jhosua Walteros","Local Guide · 175 reseñas · 384 fotos","Hace un año","Terminal muy amplio y limpio, excelentes servicios de conexión con otras terminales (bus en el piso 0) y portaequipajes en todos los pisos. Sería bueno más opciones de restaurantes."
"angel walter val","Local Guide · 238 reseñas · 517 fotos","Hace 2 años","Hermoso aeropuerto y GIGANTE hasta hay trenes, metro y buses que salen de allí hacia el centro de la ciudad de Madrid y también hay servicios gratuitos que te llevan de una terminal a otra por las grandes distancias"
"Julio Gómez","Local Guide · 342 reseñas · 438 fotos","Hace 8 años","Una terminal muy moderna pero conviene llegar con tiempo, ya que algunas puertas de embarque están a 20 minutos tras pasar el control. Lo de que los carros para las maletas cueste 5€ es un robo"
"Alfredo Dominguez Suarez Navarro","Local Guide · 272 reseñas · 1.835 fotos","Hace 2 años","Impactante lo grande de este aeropuerto, pero deberían tener enchufes de carga en los asientos, en el sector que estuve...no había donde recargar celular"
"Mariam Borbon","18 reseñas","Hace 3 años","El aeropuerto súper mega sucio lleno de bacterias tengo Corona virus solo por la aerolínea air europa súper sucia , no desinfectan nada todo sucio sillones las mesas todo lo más fuerte se creen Emirates , nada de protocolo donde hay un  lo tienen allí metido"
"Liliana Ortega Lemos","Local Guide · 151 reseñas · 482 fotos","Hace 2 años","La higiene en el aeropuerto es destacable, el camarero en la atención al cliente me recordó mucho a mí jijijijiji a lo que va, no se entretiene... Es audaz, eficaz... Esta para vender y punto.."
"Cecilia Melquiades","Local Guide · 276 reseñas · 699 fotos","Hace 7 años","Diseño de primera, el techo ondulado le da una sensación de amplitud a todo el espacio, el uso de la luz natural como artificial es de maravillosa, cuenta con 6 niveles conectados por medio de puentes hacia la avenida. Conectada con el metro. Wifi gratuito."
"Rafael Gómez y Blasco","Local Guide · 350 reseñas · 443 fotos","Hace 2 años","Probablemente el mejor aeropuerto de Europa. En organización, servicio, información y puntualidad. Este último parámetro últimamente es perfecto, aunque lógicamente puede verse alterado en  cualquier momento."
"Mariano Villanueva Rolin","Local Guide · 31 reseñas · 139 fotos","Hace 2 años","Inmenso aeropuerto con mucha seguridad, dicen que es uno de los aeropuertos más difíciles de pasar, uno de  los filtros de Europa. Saludos para todos."
"Julen","Local Guide · 34 reseñas","Hace 2 años","No se quien organiza el transporte de este lugar pero es de mirarse. No hay información de a que vía de tren debes de ir. Ves muchas personas nerviosas y preguntando los destinos de los trenes. Patética organización."
"Javier P","Local Guide · 464 reseñas · 524 fotos","Hace 3 años","La terminal T4 del aeropuerto de Madrid-Barajas es la más grande y nueva, utilizada principalmente por IBERIA y su grupo (British Airways, Iberia Express, Air Nostrum, American, Vueling y resto de aerolíneas IAG/One World). Aunque la facturación es común y se hace desde la planta alta (+2) y las llegadas lo hacen por la planta baja, dentro está separada en dos: T4 con las puertas de embarque H-J-K y satélite T4S con los puertas M-S. Ambas terminales están unidas por un tren sin conductor y gratuito que circula frecuentemente entre ambas. En ambas también hay todo tipo de tiendas, cafeterías y varias salas VIP. En la puerta hay conexión rápida al centro de Madrid mediante la línea 8 de Metro y Tren Cercanías de RENFE. También está conectada directamente con rutas de autobús ALSA a distintos sitios de España."
"Ana Burgues","44 reseñas · 2 fotos","Hace 2 años","TUVE UNA MALA EXPERIENCIA ... ME CONVENCIERON PARA DESPACHAR VALIJA DE MANO ( QUE TENÍA PRIORIDAD ) POR SER YO PERSONA QUE VIAJABA CON ASISTENCIA ... ME ROBARON !!! IBERIA NO SE HIZO CARGO !!!"
"Yoko The Pomeranian","2 reseñas","Hace 4 años","No pidan ayuda en esta estación, el chico de coleta es la persona más borde que he visto en mi vida, no tienen paciencia para trabajar con el público! Un amigo vino a visitarme a Madrid y esta es la primera imagen que se llevó, no pudieron ayudarlo a pagar el suplemento aeropuerto, casi que lo hizo por obligación este chico( venga que hay personas que necesitan más tiempo que otras).Que triste que estas cosas pasen en medio de una pandemia."
"Marta Pascua","Local Guide · 523 reseñas · 679 fotos","Hace un año","Es una terminal muy bien señalizada y el personal que te atiende es  muy amable"
"Trafficker Digital Chispa chispa","Local Guide · 141 reseñas · 215 fotos","Hace 2 años","Maravilloso..."
"Victor manuel Campo","Local Guide · 98 reseñas · 81 fotos","Hace 2 años","Lo peor es la forma en que t atienden en los filtros de control para acceder a la zona d embarque"
"Beatriz Sanmiguel","Local Guide · 37 reseñas · 171 fotos","Hace 7 años","La arquitectura impresiona, pero falta una terraza para fumadores."
"Suu Sanitatieneunratonnn","Local Guide · 187 reseñas · 158 fotos","Hace 4 años","Muy bien todo, suele estar muy concurrido a diario pero buena atención y buenos sitios donde tapear o comer"
"Antonio Medina","Local Guide · 421 reseñas · 380 fotos","Hace 3 semanas","Llegué al metro y me informaron que tendría que comprar el suplemento de 3€ por cada viaje. Como iba a volver al día siguiente a recoger a mi mujer, ya compré 4 suplementos para evitar colas. Resulta que el suplemento del metro EXPIRA el mismo día, por lo que pagué 9€ extra que no son reembolsables."
"Hermann-Josef Ammel","Local Guide · 591 reseñas · 1.070 fotos","Hace 3 meses","Aeropuerto muy grande y una terminal muy grande. Muy buena oferta de restaurantes y tiendas. Baños limpios y, a pesar del tamaño, todo está muy bien señalizado y es fácil de encontrar."
"Greg Mar Pol","Local Guide · 119 reseñas · 311 fotos","Hace 10 meses","Uno de los aeropuertos más interesantes que he visto en mi vida. La estructura arquitectónica desde fuera y desde dentro causa una impresión sorprendente. Bien comunicado con la ciudad. Puedes llegar fácilmente en metro o en taxi por 30€. Hay muchas instalaciones en el aeropuerto. Servicio útil. Una solución interesante para las aerolíneas de Iberia en materia de autofacturación de equipaje. En este caso resultó que el servicio no era del todo competente. Un señor, al facturar el cochecito de bebé, dijo que no necesita ninguna etiqueta, al salir de la zona de entrega de equipaje, la señora dijo que sí y nos envió a la ventanilla donde finalmente pusieron la etiqueta, diciendo que no. No lo necesito 🤦🏻‍♂️🫣"
"Londoner R","Local Guide · 268 reseñas · 624 fotos","Hace un año","Parece que no tienen suficiente personal durante nuestra llegada el sábado, colas enormemente largas para cualquier pasaporte. Hicimos cola durante varios minutos antes de descubrir que estábamos en la cola equivocada. La persona que gestiona la cola está en el medio, no al final, de ahí la confusión. Salir de Madrid es todo lo contrario, muchos de los agentes de inmigración esperan a que alguien les atienda. El aeropuerto es hermoso 😍. Arquitectura moderna con muchos espacios para moverse."
"Digital Redesign","54 reseñas · 341 fotos","Hace un año","Arquitectura realmente bonita, limpia y de fácil acceso. Como cualquier otro aeropuerto, lleno de gente y colas, especialmente en esta época del año. Bastante sorprendido y decepcionado por el cargo extra del metro para llegar al aeropuerto, 1 euro podría ser más razonable, no 3. Ve con tiempo si necesitas tomar el transporte interno hasta la terminal S, ya que puede tardar entre 20 y 25 minutos."
"Marcos Alberto","Local Guide · 641 reseñas · 58 fotos","Hace 5 meses","La terminal de afuera por donde puede circular toda la gente, está como abandonada entre medianoche y las cinco de la mañana, comercios cerrados y servicios reducidos, pocas sillas para que la gente se siente a esperar y la gente se acumula en el suelo, como no lo hicimos nosotros. Teníamos maletas para facturar y ya habíamos hecho el check-in electrónico, logramos entrar a la sala de embarque, pero no cambió mucho, pero ya había enchufes para cargar nuestros celulares y más sillas para sentarnos, además de un Tienda Mcdonalds donde tomamos un café. Pero, una gran decepción, nunca imaginé que uno de los aeropuertos más grandes del mundo quedaría vacío."
"Earl Manongga","Local Guide · 121 reseñas · 136 fotos","Hace 8 meses","Aeropuerto bien integrado que ofrece una variedad de tiendas y restaurantes. El personal también fue eficiente y amable."
"X King","Local Guide · 426 reseñas · 2.048 fotos","Hace un año","Genial, limpio, luminoso y eficiente. A menudo circulan hermosos trenes limpios. Podrás conectar con todo Madrid fácilmente. Me encanta tomar el metro aquí."
"Juan Manuel Gabarron","Local Guide · 267 reseñas · 3.868 fotos","Hace 2 años","Todo va bien en el aeropuerto. Moderno y bien mantenido. Yo diría que el personal necesitaría capacitarse más en todas las operaciones básicas del aeropuerto, por lo que no faltan preguntas y respuestas generales."
"Michele Bortot","Local Guide · 72 reseñas · 34 fotos","Hace 4 meses","Los baños están limpios, las tiendas y los bares son agradables, aunque no hay lugar para tomar una bebida adecuada. Las bandejas de control de seguridad están sucias, pero en general el lugar es agradable, cómodo y limpio."
"Asit Rout","Local Guide · 233 reseñas · 830 fotos","Hace 2 años","Aeropuerto decente no muy concurrido. El personal del aeropuerto y el personal de la aerolínea se portaron bien. Después de las 21.00 horas había menos tiendas. Aunque MC Donald's está abierto las 24 horas."
"Alejandro Cutie","Local Guide · 268 reseñas · 1.413 fotos","Hace 2 años","Este es un aeropuerto bien organizado. Todo el personal de Aena trabaja duro para que siga así. Toda la información de vuelos y puertas de embarque se encuentran en los pasillos. Siempre muy limpio."
"MATJAŽ MUHVIČ","Local Guide · 333 reseñas · 1.203 fotos","Hace 8 meses","No hay buena comida en la terminal. Tengo hambre. Gracias a Dios mi próximo paso es Viena. Conseguiré algo de comer."
"A V","Local Guide · 272 reseñas · 2.678 fotos","Hace 6 años","Perfecta conexión entre el aeropuerto de Madrid y el centro de la ciudad. Precio modesto y servicio de tren rápido y sencillo.  ¡Un gran inconveniente es que los miembros del personal no hablan inglés y las máquinas expendedoras de boletos tienen una traducción de broma del español a otros idiomas (80/20)!"
"Happiness Advocate","Local Guide · 219 reseñas · 335 fotos","Hace 3 años","Uno de los aeropuertos más bellos en los que he estado.  Fue fácil acceder en tren y el personal es muy amable y tranquilo al comunicar el protocolo, que era bastante diferente al de Estados Unidos.  Tenga sus líquidos en una bolsa ziplock separada."
"Farzad Rahnama","Local Guide · 97 reseñas · 109 fotos","hace 4 días","Uno de los aeropuertos mejor organizados de todos los tiempos."
"jeongsu lee","Local Guide · 31 reseñas · 341 fotos","Hace 4 años","Un terminal con techo de madera que da una extraña sensación de estabilidad. Era más grande de lo esperado y estaba bien mantenido. En el nivel de salida casi no hay lugar para sentarse un rato. Lo mismo ocurre con el acceso a la zona de operaciones. Si no tuviera una tarjeta PP, habría sentido dolor."
"孫廷","Local Guide · 289 reseñas · 2.619 fotos","Hace 2 años","El flujo de tráfico es muy confuso. La entrada debería estar marcada con un mostrador de aerolínea en lugar de usarse como mostrador de información. Además, después de pasar la aduana, está marcada con una puerta. Esto es aún más exagerado. -In aún no han salido del área de embarque, uno está marcado con jhk tres a la izquierda y a la derecha, lo que significa que toda la fila de puertas de embarque de la terminal tiene oportunidades, lo que significa que todos están invitados a comer, beber y comprar deberes. -¡Productos gratis! Debes comprar un billete para la tasa aeroportuaria al entrar al aeropuerto; de lo contrario, te pillarán en la salida del metro. De hecho, esta estación es muy hermosa, si dejamos de lado el diseño interno y las marcas poco claras, es un aeropuerto bastante bueno."
